,Position,Driver,Car,Laps,Time,Points
1,1,Niki Lauda,Ferrari,78,1:42:18.400,9
11,2,James Hunt,McLaren Ford,78,+1.300s,6
12,3,Jochen Mass,McLaren Ford,78,+45.900s,4
3,4,Jody Scheckter,Tyrrell Ford,78,+68.400s,3
28,5,John Watson,Penske Ford,77,+1 lap,2
27,6,Mario Andretti,Parnelli Ford,77,+1 lap,1
16,7,Tom Pryce,Shadow Ford,77,+1 lap,0
9,8,Vittorio Brambilla,March Ford,77,+1 lap,0
4,9,Patrick Depailler,Tyrrell Ford,77,+1 lap,0
5,10,Bob Evans,Lotus Ford,77,+1 lap,0
18,11,Brett Lunger,Surtees Ford,77,+1 lap,0
34,12,Hans-Joachim Stuck,March Ford,76,+2 laps,0
21,13,Michel Leclere,Wolf-Williams,76,+2 laps,0
22,14,Chris Amon,Ensign Ford,76,+2 laps,0
24,15,Harald Ertl,Hesketh Ford,74,+4 laps,0
20,16,Jacky Ickx,Wolf-Williams,73,+5 laps,0
30,17,Emerson Fittipaldi,Fittipaldi Ford,70,DNF,0
2,NC,Clay Regazzoni,Ferrari,52,DNF,0
26,NC,Jacques Laffite,Ligier Matra,49,DNF,0
17,NC,Jean-Pierre Jarier,Shadow Ford,28,DNF,0
8,NC,Carlos Pace,Brabham Alfa Romeo,22,DNF,0
6,NC,Gunnar Nilsson,Lotus Ford,18,DNF,0
7,NC,Carlos Reutemann,Brabham Alfa Romeo,16,DNF,0
10,NC,Ronnie Peterson,March Ford,15,DNF,0
15,NC,Ian Scheckter,Tyrrell Ford,0,DNF,0
