,Position,Driver,Car,Time
11,1,James Hunt,McLaren Ford,1:16.100
1,2,Niki Lauda,Ferrari,1:16.200
28,3,John Watson,Penske Ford,1:16.430
12,4,Jochen Mass,McLaren Ford,1:16.450
9,5,Vittorio Brambilla,March Ford,1:16.640
4,6,Patrick Depailler,Tyrrell Ford,1:16.770
16,7,Tom Pryce,Shadow Ford,1:16.840
26,8,Jacques Laffite,Ligier Matra,1:16.880
2,9,Clay Regazzoni,Ferrari,1:16.940
10,10,Ronnie Peterson,March Ford,1:17.030
7,11,Carlos Reutemann,Brabham Alfa Romeo,1:17.090
3,12,Jody Scheckter,Tyrrell Ford,1:17.180
27,13,Mario Andretti,Parnelli Ford,1:17.250
8,14,Carlos Pace,Brabham Alfa Romeo,1:17.260
17,15,Jean-Pierre Jarier,Shadow Ford,1:17.350
15,16,Ian Scheckter,Tyrrell Ford,1:17.400
34,17,Hans-Joachim Stuck,March Ford,1:17.440
22,18,Chris Amon,Ensign Ford,1:17.730
20,19,Jacky Ickx,Wolf-Williams,1:18.130
18,20,Brett Lunger,Surtees Ford,1:18.360
30,21,Emerson Fittipaldi,Fittipaldi Ford,1:18.400
21,22,Michel Leclere,Wolf-Williams,1:18.820
5,23,Bob Evans,Lotus Ford,1:19.350
24,24,Harald Ertl,Hesketh Ford,1:22.110
6,25,Gunnar Nilsson,Lotus Ford,1:22.700
