,Position,Driver,Car,Laps,Time,Points
2,1,Lewis Hamilton,McLaren Mercedes,67,2:00:34.579,10
4,2,Heikki Kovalainen,Renault,67,+8.377s,8
6,3,Kimi Räikkönen,Ferrari,67,+9.478s,6
14,4,David Coulthard,Red Bull Renault,67,+20.297s,5
3,5,Giancarlo Fisichella,Renault,67,+38.864s,4
5,6,Felipe Massa,Ferrari,67,+49.042s,3
10,7,Robert Kubica,Sauber BMW,67,+49.285s,2
20,8,Adrian Sutil,Spyker Ferrari,67,+60.129s,1
18,9,Vitantonio Liuzzi,STR Ferrari,67,+80.622s,0
8,10,Rubens Barrichello,Honda,67,+88.342s,0
7,11,Jenson Button,Honda,66,DNF,0
21,12,Sakon Yamamoto,Spyker Ferrari,66,+1 lap,0
12,13,Jarno Trulli,Toyota,66,+1 lap,0
9,14,Nick Heidfeld,Sauber BMW,65,DNF,0
22,15,Takuma Sato,Super Aguri Honda,65,DNF,0
11,NC,Ralf Schumacher,Toyota,55,DNF,0
23,NC,Anthony Davidson,Super Aguri Honda,54,DNF,0
16,NC,Nico Rosberg,Williams Toyota,49,DNF,0
19,NC,Sebastian Vettel,STR Ferrari,46,DNF,0
15,NC,Mark Webber,Red Bull Renault,45,DNF,0
1,NC,Fernando Alonso,McLaren Mercedes,41,DNF,0
