,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Lewis Hamilton,McLaren Mercedes,1:25.489,1:24.753,1:25.368,30
1,2,Fernando Alonso,McLaren Mercedes,1:25.379,1:24.806,1:25.438,27
6,3,Kimi Räikkönen,Ferrari,1:25.390,1:24.988,1:25.516,29
5,4,Felipe Massa,Ferrari,1:25.359,1:25.049,1:25.765,29
9,5,Nick Heidfeld,Sauber BMW,1:25.971,1:25.248,1:26.505,30
16,6,Nico Rosberg,Williams Toyota,1:26.579,1:25.816,1:26.728,33
7,7,Jenson Button,Honda,1:26.614,1:25.454,1:26.913,31
15,8,Mark Webber,Red Bull Renault,1:25.970,1:25.535,1:26.914,29
19,9,Sebastian Vettel,STR Ferrari,1:26.025,1:25.909,1:26.973,33
10,10,Robert Kubica,Sauber BMW,1:26.300,1:25.530,1:27.225,33
3,11,Giancarlo Fisichella,Renault,1:26.909,1:26.033,,17
4,12,Heikki Kovalainen,Renault,1:27.223,1:26.232,,17
14,13,David Coulthard,Red Bull Renault,1:26.904,1:26.247,,21
12,14,Jarno Trulli,Toyota,1:26.711,1:26.253,,21
18,15,Vitantonio Liuzzi,STR Ferrari,1:27.234,1:26.948,,22
11,16,Ralf Schumacher,Toyota,1:27.191,,,10
8,17,Rubens Barrichello,Honda,1:27.323,,,10
17,18,Alexander Wurz,Williams Toyota,1:27.454,,,10
23,19,Anthony Davidson,Super Aguri Honda,1:27.564,,,10
20,20,Adrian Sutil,Spyker Ferrari,1:28.628,,,10
22,21,Takuma Sato,Super Aguri Honda,1:28.792,,,10
21,22,Sakon Yamamoto,Spyker Ferrari,1:29.668,,,10
