,Position,Driver,Car,Time / Gap,Laps
6,1,Kimi Räikkönen,Ferrari,1:19.119,26
5,2,Felipe Massa,Ferrari,+0.379s,27
1,3,Fernando Alonso,McLaren Mercedes,+0.548s,27
2,4,Lewis Hamilton,McLaren Mercedes,+0.688s,24
16,5,Nico Rosberg,Williams Toyota,+0.939s,26
10,6,Robert Kubica,Sauber BMW,+1.178s,26
17,7,Alexander Wurz,Williams Toyota,+1.292s,24
12,8,Jarno Trulli,Toyota,+1.364s,32
20,9,Adrian Sutil,Spyker Ferrari,+1.397s,29
23,10,Anthony Davidson,Super Aguri Honda,+1.482s,22
8,11,Rubens Barrichello,Honda,+1.567s,24
4,12,Heikki Kovalainen,Renault,+1.599s,27
9,13,Nick Heidfeld,Sauber BMW,+1.609s,26
18,14,Vitantonio Liuzzi,STR Ferrari,+1.689s,29
11,15,Ralf Schumacher,Toyota,+1.709s,28
3,16,Giancarlo Fisichella,Renault,+1.732s,23
22,17,Takuma Sato,Super Aguri Honda,+2.067s,15
15,18,Mark Webber,Red Bull Renault,+2.318s,18
7,19,Jenson Button,Honda,+2.422s,22
19,20,Sebastian Vettel,STR Ferrari,+2.735s,18
14,21,David Coulthard,Red Bull Renault,+3.317s,18
21,22,Sakon Yamamoto,Spyker Ferrari,+3.783s,17
