,Position,Driver,Car,Lap,Time,Avg Speed
2,1,Lewis Hamilton,McLaren Mercedes,27,1:28.193,186.259
1,2,Fernando Alonso,McLaren Mercedes,25,1:28.511,185.590
15,3,Mark Webber,Red Bull Renault,30,1:28.940,184.695
10,4,Robert Kubica,Sauber BMW,32,1:29.021,184.527
19,5,Sebastian Vettel,STR Ferrari,31,1:29.057,184.452
9,6,Nick Heidfeld,Sauber BMW,28,1:29.084,184.396
5,7,Felipe Massa,Ferrari,32,1:29.588,183.359
6,8,Kimi Räikkönen,Ferrari,29,1:29.619,183.295
4,9,Heikki Kovalainen,Renault,34,1:29.655,183.222
16,10,Nico Rosberg,Williams Toyota,27,1:29.926,182.670
14,11,David Coulthard,Red Bull Renault,56,1:30.086,182.345
3,12,Giancarlo Fisichella,Renault,33,1:30.387,181.738
18,13,Vitantonio Liuzzi,STR Ferrari,35,1:30.653,181.205
11,14,Ralf Schumacher,Toyota,33,1:30.865,180.782
8,15,Rubens Barrichello,Honda,57,1:31.060,180.395
22,16,Takuma Sato,Super Aguri Honda,54,1:31.507,179.514
23,17,Anthony Davidson,Super Aguri Honda,27,1:31.803,178.935
20,18,Adrian Sutil,Spyker Ferrari,54,1:31.891,178.763
7,19,Jenson Button,Honda,58,1:31.951,178.647
21,20,Sakon Yamamoto,Spyker Ferrari,33,1:32.130,178.300
12,21,Jarno Trulli,Toyota,55,1:32.414,177.752
17,22,Alexander Wurz,Williams Toyota,19,2:05.636,130.749
