,Position,Driver,Car,Time
2,1,Lewis Hamilton,McLaren Mercedes,1:25.368
1,2,Fernando Alonso,McLaren Mercedes,1:25.438
6,3,Kimi Räikkönen,Ferrari,1:25.516
5,4,Felipe Massa,Ferrari,1:25.765
9,5,Nick Heidfeld,Sauber BMW,1:26.505
7,6,Jenson Button,Honda,1:26.913
15,7,Mark Webber,Red Bull Renault,1:26.914
19,8,Sebastian Vettel,STR Ferrari,1:26.973
10,9,Robert Kubica,Sauber BMW,1:27.225
3,10,Giancarlo Fisichella,Renault,1:26.033
4,11,Heikki Kovalainen,Renault,1:26.232
14,12,David Coulthard,Red Bull Renault,1:26.247
12,13,Jarno Trulli,Toyota,1:26.253
18,14,Vitantonio Liuzzi,STR Ferrari,1:26.948
11,15,Ralf Schumacher,Toyota,
16,16,Nico Rosberg,Williams Toyota,1:26.728
8,17,Rubens Barrichello,Honda,1:27.323
17,18,Alexander Wurz,Williams Toyota,1:27.454
23,19,Anthony Davidson,Super Aguri Honda,1:27.564
20,20,Adrian Sutil,Spyker Ferrari,1:28.628
22,21,Takuma Sato,Super Aguri Honda,1:28.792
21,22,Sakon Yamamoto,Spyker Ferrari,1:29.668
