,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:06.351
1,2,Nelson Piquet,Brabham Ford,1:06.625
27,3,Gilles Villeneuve,Ferrari,1:07.106
2,4,Riccardo Patrese,Brabham Ford,1:07.398
15,5,Alain Prost,Renault,1:08.133
28,6,Didier Pironi,Ferrari,1:08.360
6,7,Keke Rosberg,Williams Ford,1:08.892
5,8,Carlos Reutemann,Williams Ford,1:09.306
7,9,John Watson,McLaren Ford,1:09.736
3,10,Michele Alboreto,Tyrrell Ford,1:10.037
26,11,Jacques Laffite,Ligier Matra,1:10.241
10,12,Eliseo Salazar,ATS Ford,1:10.624
8,13,Niki Lauda,McLaren Ford,1:10.681
35,14,Derek Warwick,Toleman Hart,1:10.685
11,15,Elio de Angelis,Lotus Ford,1:10.685
22,16,Andrea de Cesaris,Alfa Romeo,1:10.952
25,17,Eddie  Cheever,Ligier Matra,1:11.005
12,18,Nigel Mansell,Lotus Ford,1:11.227
23,19,Bruno Giacomelli,Alfa Romeo,1:11.285
9,20,Manfred Winkelhock,ATS Ford,1:11.808
18,21,Raul Boesel,March Ford,1:12.077
17,22,Jochen Mass,March Ford,1:12.100
4,23,Slim Borgudd,Tyrrell Ford,1:12.366
33,24,Derek Daly,Theodore Ford,1:13.418
20,25,Chico Serra,Fittipaldi Ford,1:13.467
31,26,Jean-Pierre Jarier,Osella Ford,1:13.834
