,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,McLaren Mercedes,23,1:14.384,211.061
10,2,Juan Pablo Montoya,McLaren Mercedes,24,1:14.576,210.518
5,3,Fernando Alonso,Renault,38,1:14.727,210.092
1,4,Michael Schumacher,Ferrari,32,1:14.868,209.697
6,5,Giancarlo Fisichella,Renault,24,1:14.890,209.635
3,6,Jenson Button,BAR Honda,30,1:15.189,208.801
7,7,Mark Webber,Williams BMW,23,1:15.401,208.214
2,8,Rubens Barrichello,Ferrari,46,1:15.480,207.996
8,9,Nick Heidfeld,Williams BMW,20,1:15.752,207.249
17,10,Ralf Schumacher,Toyota,44,1:15.827,207.044
16,11,Jarno Trulli,Toyota,43,1:15.872,206.922
11,12,Jacques Villeneuve,Sauber Petronas,26,1:15.945,206.723
12,13,Felipe Massa,Sauber Petronas,18,1:16.008,206.551
4,14,Takuma Sato,BAR Honda,14,1:16.044,206.454
15,15,Christian Klien,RBR Cosworth,46,1:16.299,205.764
14,16,David Coulthard,RBR Cosworth,17,1:16.414,205.454
19,17,Narain Karthikeyan,Jordan Toyota,20,1:17.015,203.851
18,18,Tiago Monteiro,Jordan Toyota,19,1:17.344,202.984
21,19,Christijan Albers,Minardi Cosworth,15,1:18.462,200.091
20,20,Patrick Friesacher ,Minardi Cosworth,33,1:18.709,199.463
