,Position,Driver,Car,Laps,Time,Points
9,1,Kimi Räikkönen,McLaren Mercedes,70,1:32:09.290,10
1,2,Michael Schumacher,Ferrari,70,+1.137s,8
2,3,Rubens Barrichello,Ferrari,70,+40.483s,6
12,4,Felipe Massa,Sauber Petronas,70,+55.139s,5
7,5,Mark Webber,Williams BMW,70,+55.779s,4
17,6,Ralf Schumacher,Toyota,69,+1 lap,3
14,7,David Coulthard,RBR Cosworth,69,+1 lap,2
15,8,Christian Klien,RBR Cosworth,69,+1 lap,1
11,9,Jacques Villeneuve,Sauber Petronas,69,+1 lap,0
18,10,Tiago Monteiro,Jordan Toyota,67,+3 laps,0
21,11,Christijan Albers,Minardi Cosworth,67,+3 laps,0
16,NC,Jarno Trulli,Toyota,62,DNF,0
3,NC,Jenson Button,BAR Honda,46,DNF,0
8,NC,Nick Heidfeld,Williams BMW,43,DNF,0
4,NC,Takuma Sato,BAR Honda,40,DNF,0
20,NC,Patrick Friesacher ,Minardi Cosworth,39,DNF,0
5,NC,Fernando Alonso,Renault,38,DNF,0
6,NC,Giancarlo Fisichella,Renault,32,DNF,0
19,NC,Narain Karthikeyan,Jordan Toyota,24,DNF,0
