,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,55,1:39:40.382,25
5,2,Sebastian Vettel,Ferrari,55,+2.581s,18
33,3,Max Verstappen,Red Bull Racing TAG Heuer,55,+12.706s,15
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,55,+15.379s,12
77,5,Valtteri Bottas,Mercedes,55,+47.957s,10
55,6,Carlos Sainz,Renault,55,+72.548s,8
16,7,Charles Leclerc,Sauber Ferrari,55,+90.789s,6
11,8,Sergio Perez,Force India Mercedes,55,+91.275s,4
8,9,Romain Grosjean,Haas Ferrari,54,+1 lap,2
20,10,Kevin Magnussen,Haas Ferrari,54,+1 lap,1
14,11,Fernando Alonso,McLaren Renault,54,+1 lap,0
28,12,Brendon Hartley,Scuderia Toro Rosso Honda,54,+1 lap,0
18,13,Lance Stroll,Williams Mercedes,54,+1 lap,0
2,14,Stoffel Vandoorne,McLaren Renault,54,+1 lap,0
35,15,Sergey Sirotkin,Williams Mercedes,54,+1 lap,0
10,NC,Pierre Gasly,Scuderia Toro Rosso Honda,46,DNF,0
31,NC,Esteban Ocon,Force India Mercedes,44,DNF,0
9,NC,Marcus Ericsson,Sauber Ferrari,24,DNF,0
7,NC,Kimi Räikkönen,Ferrari,6,DNF,0
27,NC,Nico Hulkenberg,Renault,0,DNF,0
