,Position,Driver,Car,Time / Gap,Laps
33,1,Max Verstappen,Red Bull Racing TAG Heuer,1:38.491,27
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.454s,19
77,3,Valtteri Bottas,Mercedes,+0.961s,29
44,4,Lewis Hamilton,Mercedes,+1.052s,26
31,5,Esteban Ocon,Force India Mercedes,+1.611s,26
20,6,Kevin Magnussen,Haas Ferrari,+1.744s,21
7,7,Kimi Räikkönen,Ferrari,+1.926s,24
5,8,Sebastian Vettel,Ferrari,+1.962s,21
55,9,Carlos Sainz,Renault,+2.097s,21
8,10,Romain Grosjean,Haas Ferrari,+2.172s,24
10,11,Pierre Gasly,Scuderia Toro Rosso Honda,+2.180s,17
27,12,Nico Hulkenberg,Renault,+2.532s,24
11,13,Sergio Perez,Force India Mercedes,+2.584s,23
28,14,Brendon Hartley,Scuderia Toro Rosso Honda,+2.646s,26
18,15,Lance Stroll,Williams Mercedes,+3.002s,22
36,16,Antonio Giovinazzi,Sauber Ferrari,+3.171s,24
9,17,Marcus Ericsson,Sauber Ferrari,+3.437s,22
2,18,Stoffel Vandoorne,McLaren Renault,+3.623s,22
14,19,Fernando Alonso,McLaren Renault,+3.822s,16
40,20,Robert Kubica,Williams Mercedes,+4.501s,26
