,Position,Driver,Car,Time / Gap,Laps
77,1,Valtteri Bottas,Mercedes,1:37.236,37
33,2,Max Verstappen,Red Bull Racing TAG Heuer,+0.044s,32
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.192s,31
44,4,Lewis Hamilton,Mercedes,+0.207s,35
7,5,Kimi Räikkönen,Ferrari,+0.225s,40
5,6,Sebastian Vettel,Ferrari,+0.333s,39
8,7,Romain Grosjean,Haas Ferrari,+0.824s,30
27,8,Nico Hulkenberg,Renault,+0.994s,36
20,9,Kevin Magnussen,Haas Ferrari,+1.082s,30
31,10,Esteban Ocon,Force India Mercedes,+1.166s,33
10,11,Pierre Gasly,Scuderia Toro Rosso Honda,+1.270s,32
55,12,Carlos Sainz,Renault,+1.275s,37
14,13,Fernando Alonso,McLaren Renault,+1.489s,35
11,14,Sergio Perez,Force India Mercedes,+1.570s,31
16,15,Charles Leclerc,Sauber Ferrari,+1.595s,33
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,+1.721s,35
9,17,Marcus Ericsson,Sauber Ferrari,+2.266s,36
2,18,Stoffel Vandoorne,McLaren Renault,+2.702s,18
18,19,Lance Stroll,Williams Mercedes,+2.810s,33
35,20,Sergey Sirotkin,Williams Mercedes,+3.699s,39
