,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:37.176,17
7,2,Kimi Räikkönen,Ferrari,+0.288s,18
5,3,Sebastian Vettel,Ferrari,+0.411s,15
33,4,Max Verstappen,Red Bull Racing TAG Heuer,+0.571s,15
77,5,Valtteri Bottas,Mercedes,+0.757s,16
3,6,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.914s,11
8,7,Romain Grosjean,Haas Ferrari,+1.128s,13
27,8,Nico Hulkenberg,Renault,+1.674s,15
55,9,Carlos Sainz,Renault,+1.794s,16
31,10,Esteban Ocon,Force India Mercedes,+1.835s,7
11,11,Sergio Perez,Force India Mercedes,+1.877s,15
28,12,Brendon Hartley,Scuderia Toro Rosso Honda,+1.898s,18
16,13,Charles Leclerc,Sauber Ferrari,+2.106s,10
20,14,Kevin Magnussen,Haas Ferrari,+2.436s,13
10,15,Pierre Gasly,Scuderia Toro Rosso Honda,+2.564s,12
14,16,Fernando Alonso,McLaren Renault,+2.798s,13
9,17,Marcus Ericsson,Sauber Ferrari,+2.821s,20
18,18,Lance Stroll,Williams Mercedes,+2.941s,18
2,19,Stoffel Vandoorne,McLaren Renault,+3.057s,14
35,20,Sergey Sirotkin,Williams Mercedes,+4.006s,22
