,Position,Driver,Car,Time
2,1,Jacky Ickx,Ferrari,1:17.420
8,2,Pedro Rodriguez,BRM,1:17.460
5,3,Jackie Stewart,Tyrrell Ford,1:17.640
3,4,Clay Regazzoni,Ferrari,1:17.980
20,5,Chris Amon,Matra,1:18.460
14,6,Reine   Wisell,Lotus Pratt & Whitney,1:18.700
23,7,John Surtees,Surtees Ford,1:18.710
9,8,Jo Siffert,BRM,1:18.910
10,9,Howden  Ganley ,BRM,1:19.090
29,10,Rolf Stommelen,Surtees Ford,1:19.110
21,11,Jean-Pierre Beltoise,Matra,1:19.160
6,12,Francois  Cevert ,Tyrrell Ford,1:19.540
16,13,Ronnie Peterson,March Alfa Romeo,1:19.730
26,14,Denny Hulme,McLaren Ford,1:19.740
31,15,Henri Pescarolo,March Ford,1:20.010
24,16,Graham Hill,Brabham Ford,1:20.070
19,17,Alex  Soler-Roig ,March Alfa Romeo,1:20.260
4,18,Mario Andretti,Ferrari,1:20.320
25,19,Tim   Schenken,Brabham Ford,1:20.350
18,20,Nanni  Galli ,March Alfa Romeo,1:20.610
30,21,Gijs van Lennep,Surtees Ford,1:20.790
15,22,Dave  Walker ,Lotus Pratt & Whitney,1:21.830
28,23,Peter  Gethin ,McLaren Ford,1:22.070
22,24,Skip  Barber ,March Ford,1:22.190
