,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:30.916,15
2,2,Mark Webber,Red Bull Racing Renault,+0.133s,16
5,3,Fernando Alonso,Ferrari,+0.222s,12
3,4,Lewis Hamilton,McLaren Mercedes,+0.662s,13
4,5,Jenson Button,McLaren Mercedes,+0.707s,14
8,6,Nico Rosberg,Mercedes,+0.778s,19
6,7,Felipe Massa,Ferrari,+1.228s,13
14,8,Adrian Sutil,Force India Mercedes,+1.475s,20
7,9,Michael Schumacher,Mercedes,+1.607s,16
12,10,Pastor Maldonado,Williams Cosworth,+1.835s,18
10,11,Vitaly Petrov,Renault,+1.861s,18
15,12,Paul di Resta,Force India Mercedes,+1.897s,21
9,13,Nick Heidfeld,Renault,+2.156s,18
11,14,Rubens Barrichello,Williams Cosworth,+2.263s,17
17,15,Sergio Perez,Sauber Ferrari,+2.615s,20
16,16,Kamui Kobayashi,Sauber Ferrari,+2.755s,20
18,17,Sebastien Buemi,STR Ferrari,+3.032s,21
19,18,Jaime Alguersuari,STR Ferrari,+3.209s,19
20,19,Heikki Kovalainen,Lotus Renault,+4.469s,13
24,20,Timo Glock,Virgin Cosworth,+5.808s,21
23,21,Vitantonio Liuzzi,HRT Cosworth,+5.888s,23
25,22,Jerome d'Ambrosio,Virgin Cosworth,+5.978s,23
21,23,Karun Chandhok,Lotus Renault,+6.043s,18
22,24,Daniel Ricciardo,HRT Cosworth,+6.638s,22
