,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:33.096,1:31.311,1:30.079,18
3,2,Lewis Hamilton,McLaren Mercedes,1:32.934,1:30.998,1:30.134,15
1,3,Sebastian Vettel,Red Bull Racing Renault,1:32.973,1:31.017,1:30.216,16
5,4,Fernando Alonso,Ferrari,1:32.916,1:31.150,1:30.442,16
6,5,Felipe Massa,Ferrari,1:31.826,1:31.582,1:30.910,19
8,6,Nico Rosberg,Mercedes,1:32.785,1:31.343,1:31.263,22
4,7,Jenson Button,McLaren Mercedes,1:33.224,1:31.532,1:31.288,14
14,8,Adrian Sutil,Force India Mercedes,1:32.286,1:31.809,1:32.010,18
10,9,Vitaly Petrov,Renault,1:33.187,1:31.985,1:32.187,16
7,10,Michael Schumacher,Mercedes,1:32.603,1:32.180,1:32.482,18
9,11,Nick Heidfeld,Renault,1:32.505,1:32.215,,16
15,12,Paul di Resta,Force India Mercedes,1:32.651,1:32.560,,15
12,13,Pastor Maldonado,Williams Cosworth,1:33.003,1:32.635,,13
11,14,Rubens Barrichello,Williams Cosworth,1:33.664,1:33.043,,18
17,15,Sergio Perez,Sauber Ferrari,1:33.295,1:33.176,,14
18,DQ,Sebastien Buemi,STR Ferrari,1:33.635,1:33.546,,11
19,16,Jaime Alguersuari,STR Ferrari,1:33.658,1:33.698,,11
16,17,Kamui Kobayashi,Sauber Ferrari,1:33.786,,,5
20,18,Heikki Kovalainen,Lotus Renault,1:35.599,,,9
24,19,Timo Glock,Virgin Cosworth,1:36.400,,,12
21,20,Karun Chandhok,Lotus Renault,1:36.422,,,11
25,21,Jerome d'Ambrosio,Virgin Cosworth,1:36.641,,,12
23,22,Vitantonio Liuzzi,HRT Cosworth,1:37.011,,,11
22,23,Daniel Ricciardo,HRT Cosworth,1:37.036,,,11
