,Position,Driver,Car,Time / Gap,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:31.711,34
5,2,Fernando Alonso,Ferrari,+0.168s,38
1,3,Sebastian Vettel,Red Bull Racing Renault,+0.373s,28
6,4,Felipe Massa,Ferrari,+0.643s,36
7,5,Michael Schumacher,Mercedes,+0.700s,31
8,6,Nico Rosberg,Mercedes,+0.846s,32
3,7,Lewis Hamilton,McLaren Mercedes,+1.013s,28
9,8,Nick Heidfeld,Renault,+1.387s,17
10,9,Vitaly Petrov,Renault,+1.427s,22
14,10,Adrian Sutil,Force India Mercedes,+1.500s,34
4,11,Jenson Button,McLaren Mercedes,+1.514s,17
15,12,Paul di Resta,Force India Mercedes,+1.588s,34
17,13,Sergio Perez,Sauber Ferrari,+2.402s,34
11,14,Rubens Barrichello,Williams Cosworth,+2.633s,34
19,15,Jaime Alguersuari,STR Ferrari,+2.776s,37
16,16,Kamui Kobayashi,Sauber Ferrari,+2.780s,35
12,17,Pastor Maldonado,Williams Cosworth,+3.285s,35
20,18,Heikki Kovalainen,Lotus Renault,+4.042s,42
24,19,Timo Glock,Virgin Cosworth,+5.229s,32
21,20,Karun Chandhok,Lotus Renault,+5.537s,33
25,21,Jerome d'Ambrosio,Virgin Cosworth,+5.602s,33
23,22,Vitantonio Liuzzi,HRT Cosworth,+6.434s,31
22,23,Daniel Ricciardo,HRT Cosworth,+9.026s,5
18,24,Sebastien Buemi,STR Ferrari,,3
