,Position,Driver,Car,Lap,Time,Avg Speed
3,1,Lewis Hamilton,McLaren Mercedes,59,1:34.302,196.526
2,2,Mark Webber,Red Bull Racing Renault,60,1:34.468,196.180
1,3,Sebastian Vettel,Red Bull Racing Renault,47,1:34.587,195.933
6,4,Felipe Massa,Ferrari,51,1:34.609,195.888
5,5,Fernando Alonso,Ferrari,60,1:34.626,195.853
7,6,Michael Schumacher,Mercedes,49,1:35.628,193.800
8,7,Nico Rosberg,Mercedes,51,1:36.181,192.686
10,8,Vitaly Petrov,Renault,50,1:36.186,192.676
4,9,Jenson Button,McLaren Mercedes,33,1:36.258,192.532
14,10,Adrian Sutil,Force India Mercedes,57,1:36.653,191.745
16,11,Kamui Kobayashi,Sauber Ferrari,50,1:36.659,191.733
15,12,Paul di Resta,Force India Mercedes,54,1:36.715,191.622
17,13,Sergio Perez,Sauber Ferrari,53,1:37.033,190.994
19,14,Jaime Alguersuari,STR Ferrari,59,1:37.415,190.245
12,15,Pastor Maldonado,Williams Cosworth,50,1:37.568,189.947
18,16,Sebastien Buemi,STR Ferrari,48,1:37.863,189.374
20,17,Heikki Kovalainen,Lotus Renault,54,1:39.050,187.105
9,18,Nick Heidfeld,Renault,7,1:39.452,186.349
11,19,Rubens Barrichello,Williams Cosworth,8,1:39.679,185.924
25,20,Jerome d'Ambrosio,Virgin Cosworth,57,1:39.787,185.723
24,21,Timo Glock,Virgin Cosworth,57,1:39.982,185.361
21,22,Karun Chandhok,Lotus Renault,56,1:40.435,184.525
22,23,Daniel Ricciardo,HRT Cosworth,57,1:40.489,184.426
23,24,Vitantonio Liuzzi,HRT Cosworth,28,1:40.683,184.070
