,Position,Driver,Car,Time
2,1,Mark Webber,Red Bull Racing Renault,1:30.079
3,2,Lewis Hamilton,McLaren Mercedes,1:30.134
1,3,Sebastian Vettel,Red Bull Racing Renault,1:30.216
5,4,Fernando Alonso,Ferrari,1:30.442
6,5,Felipe Massa,Ferrari,1:30.910
8,6,Nico Rosberg,Mercedes,1:31.263
4,7,Jenson Button,McLaren Mercedes,1:31.288
14,8,Adrian Sutil,Force India Mercedes,1:32.010
10,9,Vitaly Petrov,Renault,1:32.187
7,10,Michael Schumacher,Mercedes,1:32.482
9,11,Nick Heidfeld,Renault,1:32.215
15,12,Paul di Resta,Force India Mercedes,1:32.560
12,13,Pastor Maldonado,Williams Cosworth,1:32.635
11,14,Rubens Barrichello,Williams Cosworth,1:33.043
17,15,Sergio Perez,Sauber Ferrari,1:33.176
19,16,Jaime Alguersuari,STR Ferrari,1:33.698
16,17,Kamui Kobayashi,Sauber Ferrari,1:33.786
20,18,Heikki Kovalainen,Lotus Renault,1:35.599
24,19,Timo Glock,Virgin Cosworth,1:36.400
21,20,Karun Chandhok,Lotus Renault,1:36.422
25,21,Jerome d'Ambrosio,Virgin Cosworth,1:36.641
22,22,Daniel Ricciardo,HRT Cosworth,1:37.036
23,23,Vitantonio Liuzzi,HRT Cosworth,1:37.011
18,24,Sebastien Buemi,STR Ferrari,
