,Position,Driver,Car,Laps,Time,Points
2,1,Jack Brabham,Cooper Climax,55,2:19:00.030,8
4,2,Bruce McLaren,Cooper Climax,55,+57.970s,6
14,3,Jim Clark,Lotus Climax,55,+113.230s,4
28,4,Wolfgang von Trips,Ferrari,55,+118.810s,3
12,DQ,Stirling Moss,Lotus Climax,50,DSQ,0
6,5,Tony Brooks,Cooper Climax,49,+6 laps,2
16,6,Innes Ireland,Lotus Climax,48,+7 laps,1
8,7,Olivier  Gendebien,Cooper Climax,46,+9 laps,0
32,NC,Mario  de Araujo Cabral ,Cooper Maserati,37,DNF,0
18,NC,John Surtees,Lotus Climax,36,DNF,0
26,NC,Phil Hill,Ferrari,29,DNF,0
24,NC,Dan Gurney,BRM,24,DNF,0
30,NC,Masten Gregory,Cooper Maserati,21,DNF,0
22,NC,Graham Hill,BRM,8,DNF,0
20,NC,Jo Bonnier,BRM,6,DNF,0
