,Position,Driver,Car,Time / Gap,Laps
9,1,Kimi Räikkönen,McLaren Mercedes,1:20.975,7
5,2,Fernando Alonso,Renault,+0.427s,9
3,3,Jenson Button,BAR Honda,+1.021s,6
6,4,Giancarlo Fisichella,Renault,+1.356s,9
10,5,Juan Pablo Montoya,McLaren Mercedes,+1.402s,5
4,6,Takuma Sato,BAR Honda,+1.414s,12
12,7,Felipe Massa,Sauber Petronas,+1.438s,14
1,8,Michael Schumacher,Ferrari,+1.521s,8
15,9,Christian Klien,RBR Cosworth,+1.670s,6
17,10,Ralf Schumacher,Toyota,+1.800s,7
14,11,David Coulthard,RBR Cosworth,+2.051s,8
2,12,Rubens Barrichello,Ferrari,+2.207s,8
11,13,Jacques Villeneuve,Sauber Petronas,+2.216s,12
16,14,Jarno Trulli,Toyota,+2.483s,4
8,15,Nick Heidfeld,Williams BMW,+2.505s,7
7,16,Mark Webber,Williams BMW,+2.730s,5
18,17,Tiago Monteiro,Jordan Toyota,+2.845s,13
19,18,Narain Karthikeyan,Jordan Toyota,+3.255s,8
21,19,Christijan Albers,Minardi Cosworth,+4.032s,13
20,20,Patrick Friesacher ,Minardi Cosworth,+4.721s,15
