,Position,Driver,Car,Laps,Time,Points
10,1,Juan Pablo Montoya,McLaren Mercedes,60,1:24:29.588,10
5,2,Fernando Alonso,Renault,60,+2.739s,8
9,3,Kimi Räikkönen,McLaren Mercedes,60,+14.436s,6
6,4,Giancarlo Fisichella,Renault,60,+17.914s,5
3,5,Jenson Button,BAR Honda,60,+40.264s,4
1,6,Michael Schumacher,Ferrari,60,+75.322s,3
2,7,Rubens Barrichello,Ferrari,60,+76.567s,2
17,8,Ralf Schumacher,Toyota,60,+79.212s,1
16,9,Jarno Trulli,Toyota,60,+80.851s,0
12,10,Felipe Massa,Sauber Petronas,59,+1 lap,0
7,11,Mark Webber,Williams BMW,59,+1 lap,0
8,12,Nick Heidfeld,Williams BMW,59,+1 lap,0
14,13,David Coulthard,RBR Cosworth,59,+1 lap,0
11,14,Jacques Villeneuve,Sauber Petronas,59,+1 lap,0
15,15,Christian Klien,RBR Cosworth,59,+1 lap,0
4,16,Takuma Sato,BAR Honda,58,+2 laps,0
18,17,Tiago Monteiro,Jordan Toyota,58,+2 laps,0
21,18,Christijan Albers,Minardi Cosworth,57,+3 laps,0
20,19,Patrick Friesacher ,Minardi Cosworth,56,+4 laps,0
19,NC,Narain Karthikeyan,Jordan Toyota,10,DNF,0
