,Position,Driver,Car,Time / Gap,Laps
35,1,Pedro de la Rosa,McLaren Mercedes,1:19.205,21
38,2,Ricardo Zonta,Toyota,+0.934s,30
3,3,Jenson Button,BAR Honda,+1.006s,10
9,4,Kimi Räikkönen,McLaren Mercedes,+1.206s,9
17,5,Ralf Schumacher,Toyota,+1.875s,6
10,6,Juan Pablo Montoya,McLaren Mercedes,+1.886s,5
1,7,Michael Schumacher,Ferrari,+2.248s,9
4,8,Takuma Sato,BAR Honda,+2.377s,10
2,9,Rubens Barrichello,Ferrari,+3.011s,9
12,10,Felipe Massa,Sauber Petronas,+3.145s,11
14,11,David Coulthard,RBR Cosworth,+3.198s,8
15,12,Christian Klien,RBR Cosworth,+3.251s,8
37,13,Vitantonio Liuzzi,RBR Cosworth,+3.410s,22
11,14,Jacques Villeneuve,Sauber Petronas,+4.165s,7
7,15,Mark Webber,Williams BMW,+4.189s,8
8,16,Nick Heidfeld,Williams BMW,+5.116s,9
19,17,Narain Karthikeyan,Jordan Toyota,+5.376s,10
18,18,Tiago Monteiro,Jordan Toyota,+6.283s,17
39,19,Robert Doornbos,Jordan Toyota,+6.355s,12
21,20,Christijan Albers,Minardi Cosworth,+6.692s,16
20,21,Patrick Friesacher ,Minardi Cosworth,+8.041s,7
6,22,Giancarlo Fisichella,Renault,,2
5,23,Fernando Alonso,Renault,,2
16,24,Jarno Trulli,Toyota,,1
