,Position,Driver,Car,Lap,Time,Avg Speed
9,1,Kimi Räikkönen,McLaren Mercedes,60,1:20.502,229.902
10,2,Juan Pablo Montoya,McLaren Mercedes,41,1:20.700,229.338
6,3,Giancarlo Fisichella,Renault,43,1:21.159,228.041
5,4,Fernando Alonso,Renault,40,1:21.228,227.847
1,5,Michael Schumacher,Ferrari,23,1:21.675,226.600
17,6,Ralf Schumacher,Toyota,46,1:21.960,225.812
3,7,Jenson Button,BAR Honda,42,1:21.993,225.721
16,8,Jarno Trulli,Toyota,56,1:22.112,225.394
2,9,Rubens Barrichello,Ferrari,41,1:22.302,224.874
12,10,Felipe Massa,Sauber Petronas,45,1:22.466,224.427
4,11,Takuma Sato,BAR Honda,54,1:22.551,224.195
14,12,David Coulthard,RBR Cosworth,44,1:23.089,222.744
15,13,Christian Klien,RBR Cosworth,58,1:23.147,222.588
11,14,Jacques Villeneuve,Sauber Petronas,16,1:23.210,222.420
7,15,Mark Webber,Williams BMW,16,1:23.291,222.204
8,16,Nick Heidfeld,Williams BMW,58,1:23.360,222.020
18,17,Tiago Monteiro,Jordan Toyota,38,1:24.247,219.682
19,18,Narain Karthikeyan,Jordan Toyota,8,1:25.257,217.080
21,19,Christijan Albers,Minardi Cosworth,53,1:26.182,214.750
20,20,Patrick Friesacher ,Minardi Cosworth,37,1:26.489,213.987
