,Position,Driver,Car,Time
7,1,Kimi Räikkönen,Ferrari,1:19.119
5,2,Sebastian Vettel,Ferrari,1:19.280
44,3,Lewis Hamilton,Mercedes,1:19.294
77,4,Valtteri Bottas,Mercedes,1:19.656
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:20.615
8,6,Romain Grosjean,Haas Ferrari,1:20.936
55,7,Carlos Sainz,Renault,1:21.041
31,8,Esteban Ocon,Force India Mercedes,1:21.099
10,9,Pierre Gasly,Scuderia Toro Rosso Honda,1:21.350
18,10,Lance Stroll,Williams Mercedes,1:21.627
20,11,Kevin Magnussen,Haas Ferrari,1:21.669
35,12,Sergey Sirotkin,Williams Mercedes,1:21.732
14,13,Fernando Alonso,McLaren Renault,1:22.568
11,14,Sergio Perez,Force India Mercedes,1:21.888
16,15,Charles Leclerc,Sauber Ferrari,1:21.889
28,16,Brendon Hartley,Scuderia Toro Rosso Honda,1:21.934
2,17,Stoffel Vandoorne,McLaren Renault,1:22.085
9,18,Marcus Ericsson,Sauber Ferrari,1:22.048
3,19,Daniel Ricciardo,Red Bull Racing TAG Heuer,
27,20,Nico Hulkenberg,Renault,
