,Position,Driver,Car,Time
2,1,Ronnie Peterson,Lotus Ford,1:34.800
8,2,Peter   Revson,McLaren Ford,1:35.290
7,3,Denny Hulme,McLaren Ford,1:35.450
1,4,Emerson Fittipaldi,Lotus Ford,1:35.680
24,5,Carlos Pace,Surtees Ford,1:36.060
5,6,Jackie Stewart,Tyrrell Ford,1:36.100
4,7,Arturo Merzario,Ferrari,1:36.370
23,8,Mike Hailwood,Surtees Ford,1:36.440
9,9,Rolf Stommelen,Brabham Ford,1:36.540
10,10,Carlos Reutemann,Brabham Ford,1:36.550
6,11,Francois  Cevert ,Tyrrell Ford,1:36.580
15,12,Mike  Beuttler ,March Ford,1:36.670
20,13,Jean-Pierre Beltoise,BRM,1:36.880
3,14,Jacky Ickx,Ferrari,1:36.990
21,15,Niki Lauda,BRM,1:37.260
11,16,Wilson Fittipaldi,Brabham Ford,1:37.300
28,17,Rikky von Opel,Ensign Ford,1:37.400
19,18,Clay Regazzoni,BRM,1:37.580
17,19,Jackie Oliver,Shadow Ford,1:37.810
25,20,Howden  Ganley ,Iso Marlboro Ford,1:38.130
16,21,George  Follmer ,Shadow Ford,1:38.660
12,22,Graham Hill,Shadow Ford,1:38.880
26,23,Gijs van Lennep,Iso Marlboro Ford,1:39.240
29,24,David Purley,March Ford,1:39.280
