,Position,Driver,Car,Laps,Time,Points
2,1,Felipe Massa,Ferrari,70,1:31:50.245,10
1,2,Kimi Räikkönen,Ferrari,70,+17.984s,8
11,3,Jarno Trulli,Toyota,70,+28.250s,6
23,4,Heikki Kovalainen,McLaren Mercedes,70,+28.929s,5
4,5,Robert Kubica,Sauber BMW,70,+30.512s,4
10,6,Mark Webber,Red Bull Renault,70,+40.304s,3
6,7,Nelson Piquet,Renault,70,+41.033s,2
5,8,Fernando Alonso,Renault,70,+43.372s,1
9,9,David Coulthard,Red Bull Renault,70,+51.072s,0
22,10,Lewis Hamilton,McLaren Mercedes,70,+54.521s,0
12,11,Timo Glock,Toyota,70,+57.738s,0
15,12,Sebastian Vettel,STR Ferrari,70,+58.065s,0
3,13,Nick Heidfeld,Sauber BMW,70,+62.079s,0
17,14,Rubens Barrichello,Honda,69,+1 lap,0
8,15,Kazuki Nakajima,Williams Toyota,69,+1 lap,0
7,16,Nico Rosberg,Williams Toyota,69,+1 lap,0
14,17,Sebastien Bourdais,STR Ferrari,69,+1 lap,0
21,18,Giancarlo Fisichella,Force India Ferrari,69,+1 lap,0
20,19,Adrian Sutil,Force India Ferrari,69,+1 lap,0
16,NC,Jenson Button,Honda,16,DNF,0
