,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Kimi Räikkönen,Ferrari,16,1:16.630,207.224
2,2,Felipe Massa,Ferrari,20,1:16.729,206.956
23,3,Heikki Kovalainen,McLaren Mercedes,46,1:17.134,205.870
4,4,Robert Kubica,Sauber BMW,16,1:17.172,205.768
22,5,Lewis Hamilton,McLaren Mercedes,40,1:17.453,205.022
10,6,Mark Webber,Red Bull Renault,22,1:17.507,204.879
11,7,Jarno Trulli,Toyota,12,1:17.567,204.721
5,8,Fernando Alonso,Renault,39,1:17.641,204.525
3,9,Nick Heidfeld,Sauber BMW,46,1:17.716,204.328
6,10,Nelson Piquet,Renault,24,1:17.758,204.218
15,11,Sebastian Vettel,STR Ferrari,36,1:17.760,204.212
9,12,David Coulthard,Red Bull Renault,23,1:17.818,204.060
12,13,Timo Glock,Toyota,45,1:17.836,204.013
17,14,Rubens Barrichello,Honda,54,1:17.969,203.665
8,15,Kazuki Nakajima,Williams Toyota,60,1:18.054,203.443
14,16,Sebastien Bourdais,STR Ferrari,28,1:18.216,203.022
7,17,Nico Rosberg,Williams Toyota,38,1:18.311,202.776
20,18,Adrian Sutil,Force India Ferrari,41,1:18.462,202.385
21,19,Giancarlo Fisichella,Force India Ferrari,53,1:18.557,202.141
16,20,Jenson Button,Honda,15,1:20.876,196.345
