,Position,Driver,Car,Time
1,1,Kimi Räikkönen,Ferrari,1:16.449
2,2,Felipe Massa,Ferrari,1:16.490
5,3,Fernando Alonso,Renault,1:16.840
11,4,Jarno Trulli,Toyota,1:16.920
4,5,Robert Kubica,Sauber BMW,1:17.037
10,6,Mark Webber,Red Bull Renault,1:17.233
9,7,David Coulthard,Red Bull Renault,1:17.426
12,8,Timo Glock,Toyota,1:17.596
6,9,Nelson Piquet,Renault,1:15.770
23,10,Heikki Kovalainen,McLaren Mercedes,1:16.944
3,11,Nick Heidfeld,Sauber BMW,1:15.786
15,12,Sebastian Vettel,STR Ferrari,1:15.816
22,13,Lewis Hamilton,McLaren Mercedes,1:16.693
14,14,Sebastien Bourdais,STR Ferrari,1:16.045
8,15,Kazuki Nakajima,Williams Toyota,1:16.243
16,16,Jenson Button,Honda,1:16.306
21,17,Giancarlo Fisichella,Force India Ferrari,1:16.971
20,18,Adrian Sutil,Force India Ferrari,1:17.053
7,19,Nico Rosberg,Williams Toyota,1:16.235
17,20,Rubens Barrichello,Honda,1:16.330
