,Position,Driver,Car,Time / Gap,Laps
6,1,Nelson Piquet,Renault,1:15.750,19
10,2,Mark Webber,Red Bull Renault,+0.009s,14
15,3,Sebastian Vettel,STR Ferrari,+0.077s,21
7,4,Nico Rosberg,Williams Toyota,+0.224s,17
1,5,Kimi Räikkönen,Ferrari,+0.253s,18
11,6,Jarno Trulli,Toyota,+0.397s,20
22,7,Lewis Hamilton,McLaren Mercedes,+0.432s,16
14,8,Sebastien Bourdais,STR Ferrari,+0.485s,18
2,9,Felipe Massa,Ferrari,+0.506s,17
9,10,David Coulthard,Red Bull Renault,+0.532s,18
12,11,Timo Glock,Toyota,+0.594s,20
5,12,Fernando Alonso,Renault,+0.687s,20
23,13,Heikki Kovalainen,McLaren Mercedes,+0.795s,16
4,14,Robert Kubica,Sauber BMW,+0.867s,20
8,15,Kazuki Nakajima,Williams Toyota,+0.894s,16
16,16,Jenson Button,Honda,+0.901s,20
17,17,Rubens Barrichello,Honda,+0.908s,17
3,18,Nick Heidfeld,Sauber BMW,+0.937s,19
21,19,Giancarlo Fisichella,Force India Ferrari,+1.615s,23
20,20,Adrian Sutil,Force India Ferrari,+1.862s,21
