,Position,Driver,Car,Lap,Time
6,1,Nelson Piquet,Williams Honda,68,1:09.548
5,2,Nigel Mansell,Williams Honda,42,1:10.405
1,3,Alain Prost,McLaren TAG,44,1:11.324
28,4,Gerhard Berger,Ferrari,42,1:11.675
2,5,Stefan Johansson,McLaren TAG,39,1:11.874
19,6,Teo Fabi,Benetton Ford,57,1:12.101
12,7,Ayrton Senna,Lotus Honda,47,1:12.231
27,8,Michele Alboreto,Ferrari,57,1:12.457
20,9,Thierry Boutsen,Benetton Ford,5,1:12.567
17,10,Derek Warwick,Arrows Megatron,45,1:13.245
25,11,Rene Arnoux,Ligier Megatron,5,1:13.845
7,12,Riccardo Patrese,Brabham BMW,5,1:13.984
8,13,Andrea de Cesaris,Brabham BMW,2,1:14.098
24,14,Alessandro Nannini,Minardi Motori Moderni,7,1:14.248
11,15,Satoru Nakajima,Lotus Honda,36,1:14.524
26,16,Piercarlo Ghinzani,Ligier Megatron,6,1:15.367
9,17,Martin Brundle,Zakspeed,7,1:15.549
30,18,Philippe Alliot,Lola Ford,41,1:15.984
10,19,Christian Danner,Zakspeed,3,1:16.133
3,20,Jonathan  Palmer,Tyrrell Ford,47,1:16.256
16,21,Ivan Capelli,March Ford,5,1:16.290
4,22,Philippe Streiff,Tyrrell Ford,56,1:16.433
14,23,Pascal Fabre,AGS Ford,3,1:17.499
23,24,Adrian Campos,Minardi Motori Moderni,22,1:17.836
21,25,Alex Caffi,Osella Alfa Romeo,3,1:19.147
