,Position,Driver,Car,Q1,Q2,Q3,Laps
2,1,Mark Webber,Red Bull Racing Renault,1:41.568,1:40.575,1:39.957,17
1,2,Sebastian Vettel,Red Bull Racing Renault,1:41.683,1:40.781,1:40.075,12
9,3,Nico Rosberg,Mercedes,1:41.420,1:40.473,1:40.419,18
10,4,Lewis Hamilton,Mercedes,1:40.693,1:40.477,1:40.501,19
7,RT,Kimi Räikkönen,Lotus Renault,1:41.276,1:40.971,1:40.542,20
11,5,Nico Hulkenberg,Sauber Ferrari,1:41.631,1:40.931,1:40.576,21
8,6,Romain Grosjean,Lotus Renault,1:41.447,1:40.948,1:40.997,21
4,7,Felipe Massa,Ferrari,1:41.254,1:40.989,1:41.015,18
6,8,Sergio Perez,McLaren Mercedes,1:41.687,1:40.812,1:41.068,20
19,9,Daniel Ricciardo,STR Ferrari,1:41.884,1:40.852,1:41.111,21
3,10,Fernando Alonso,Ferrari,1:41.397,1:41.093,,15
14,11,Paul di Resta,Force India Mercedes,1:41.676,1:41.133,,19
5,12,Jenson Button,McLaren Mercedes,1:41.817,1:41.200,,15
18,13,Jean-Eric Vergne,STR Ferrari,1:41.692,1:41.279,,15
16,14,Pastor Maldonado,Williams Renault,1:41.365,1:41.395,,16
17,15,Valtteri Bottas,Williams Renault,1:41.862,1:41.447,,14
12,16,Esteban Gutierrez ,Sauber Ferrari,1:41.999,,,8
15,17,Adrian Sutil,Force India Mercedes,1:42.051,,,10
21,18,Giedo van der Garde,Caterham Renault,1:43.252,,,10
22,19,Jules Bianchi,Marussia Cosworth,1:43.398,,,7
20,20,Charles Pic,Caterham Renault,1:43.528,,,10
23,21,Max Chilton,Marussia Cosworth,1:44.198,,,8
