,Position,Driver,Car,Time / Gap,Laps
1,1,Sebastian Vettel,Red Bull Racing Renault,1:41.335,35
2,2,Mark Webber,Red Bull Racing Renault,+0.155s,32
10,3,Lewis Hamilton,Mercedes,+0.355s,37
7,4,Kimi Räikkönen,Lotus Renault,+0.391s,42
9,5,Nico Rosberg,Mercedes,+0.423s,41
6,6,Sergio Perez,McLaren Mercedes,+0.671s,36
5,7,Jenson Button,McLaren Mercedes,+0.675s,31
3,8,Fernando Alonso,Ferrari,+0.836s,31
11,9,Nico Hulkenberg,Sauber Ferrari,+0.989s,41
4,10,Felipe Massa,Ferrari,+1.105s,36
12,11,Esteban Gutierrez ,Sauber Ferrari,+1.174s,39
8,12,Romain Grosjean,Lotus Renault,+1.272s,18
14,13,Paul di Resta,Force India Mercedes,+1.471s,27
16,14,Pastor Maldonado,Williams Renault,+1.617s,36
15,15,Adrian Sutil,Force India Mercedes,+1.663s,27
19,16,Daniel Ricciardo,STR Ferrari,+1.817s,29
18,17,Jean-Eric Vergne,STR Ferrari,+1.936s,36
17,18,Valtteri Bottas,Williams Renault,+2.230s,36
21,19,Giedo van der Garde,Caterham Renault,+2.803s,35
22,20,Jules Bianchi,Marussia Cosworth,+3.124s,35
20,21,Charles Pic,Caterham Renault,+3.190s,38
23,22,Max Chilton,Marussia Cosworth,+4.230s,27
