,Position,Driver,Car,Time
2,1,Mark Webber,Red Bull Racing Renault,1:39.957
1,2,Sebastian Vettel,Red Bull Racing Renault,1:40.075
9,3,Nico Rosberg,Mercedes,1:40.419
10,4,Lewis Hamilton,Mercedes,1:40.501
11,5,Nico Hulkenberg,Sauber Ferrari,1:40.576
8,6,Romain Grosjean,Lotus Renault,1:40.997
4,7,Felipe Massa,Ferrari,1:41.015
6,8,Sergio Perez,McLaren Mercedes,1:41.068
19,9,Daniel Ricciardo,STR Ferrari,1:41.111
3,10,Fernando Alonso,Ferrari,1:41.093
14,11,Paul di Resta,Force India Mercedes,1:41.133
5,12,Jenson Button,McLaren Mercedes,1:41.200
18,13,Jean-Eric Vergne,STR Ferrari,1:41.279
16,14,Pastor Maldonado,Williams Renault,1:41.395
17,15,Valtteri Bottas,Williams Renault,1:41.447
12,16,Esteban Gutierrez ,Sauber Ferrari,1:41.999
15,17,Adrian Sutil,Force India Mercedes,1:42.051
21,18,Giedo van der Garde,Caterham Renault,1:43.252
20,19,Charles Pic,Caterham Renault,1:43.528
23,20,Max Chilton,Marussia Cosworth,1:44.198
22,21,Jules Bianchi,Marussia Cosworth,1:43.398
7,22,Kimi Räikkönen,Lotus Renault,
