,Position,Driver,Car,Time
12,1,Ayrton Senna,McLaren Honda,1:17.748
11,2,Alain Prost,McLaren Honda,1:17.880
5,3,Nigel Mansell,Williams Judd,1:19.427
28,4,Gerhard Berger,Ferrari,1:19.517
1,5,Nelson Piquet,Lotus Honda,1:19.535
6,6,Riccardo Patrese,Williams Judd,1:19.925
17,7,Derek Warwick,Arrows Megatron,1:20.086
19,8,Alessandro Nannini,Benetton Ford,1:20.182
16,9,Ivan Capelli,March Judd,1:20.459
20,10,Thierry Boutsen,Benetton Ford,1:20.486
36,11,Alex Caffi,Dallara Ford,1:20.781
27,12,Michele Alboreto,Ferrari,1:20.844
2,13,Satoru Nakajima,Lotus Honda,1:20.852
23,14,Pierluigi Martini,Minardi Ford,1:21.133
22,15,Andrea de Cesaris,Rial Ford,1:21.164
14,16,Philippe Streiff,AGS Ford,1:21.262
3,17,Jonathan  Palmer,Tyrrell Ford,1:21.307
18,18,Eddie  Cheever,Arrows Megatron,1:21.393
15,19,Mauricio Gugelmin,March Judd,1:21.554
33,20,Stefano Modena,Euro Brun Ford,1:21.856
24,21,Luis Perez-Sala,Minardi Ford,1:21.893
26,22,Stefan Johansson,Ligier Judd,1:21.988
25,23,Rene Arnoux,Ligier Judd,1:22.028
30,24,Philippe Alliot,Lola Ford,1:22.211
32,25,Oscar Larrauri,Euro Brun Ford,1:22.213
9,26,Piercarlo Ghinzani,Zakspeed,1:22.348
