,Position,Driver,Car,Time / Gap
11,1,Alain Prost,McLaren Honda,1:19.676
12,2,Ayrton Senna,McLaren Honda,+0.297s
6,3,Riccardo Patrese,Williams Judd,+0.337s
5,4,Nigel Mansell,Williams Judd,+1.013s
28,5,Gerhard Berger,Ferrari,+1.035s
20,6,Thierry Boutsen,Benetton Ford,+1.046s
19,7,Alessandro Nannini,Benetton Ford,+1.265s
17,8,Derek Warwick,Arrows Megatron,+1.482s
1,9,Nelson Piquet,Lotus Honda,+1.640s
23,10,Pierluigi Martini,Minardi Ford,+1.765s
36,11,Alex Caffi,Dallara Ford,+1.843s
18,12,Eddie  Cheever,Arrows Megatron,+1.916s
16,13,Ivan Capelli,March Judd,+2.054s
33,14,Stefano Modena,Euro Brun Ford,+2.225s
14,15,Philippe Streiff,AGS Ford,+2.289s
31,16,Gabriele Tarquini,Coloni Ford,+2.346s
15,17,Mauricio Gugelmin,March Judd,+2.779s
27,18,Michele Alboreto,Ferrari,+2.853s
30,19,Philippe Alliot,Lola Ford,+2.966s
26,20,Stefan Johansson,Ligier Judd,+2.966s
9,21,Piercarlo Ghinzani,Zakspeed,+2.973s
24,22,Luis Perez-Sala,Minardi Ford,+3.050s
3,23,Jonathan  Palmer,Tyrrell Ford,+3.056s
22,24,Andrea de Cesaris,Rial Ford,+3.107s
2,25,Satoru Nakajima,Lotus Honda,+3.164s
25,26,Rene Arnoux,Ligier Judd,+3.612s
4,27,Julian Bailey,Tyrrell Ford,+3.826s
29,28,Pierre Henri Raphanel,Lola Ford,+4.304s
32,29,Oscar Larrauri,Euro Brun Ford,+4.958s
10,30,Bernd Schneider,Zakspeed,+7.586s
21,31,Nicola Larini,Osella,+8.764s
