,Position,Driver,Car,Laps,Time,Points
11,1,Alain Prost,McLaren Honda,82,1:53:14.676,9
12,2,Ayrton Senna,McLaren Honda,82,+36.787s,6
1,3,Nelson Piquet,Lotus Honda,82,+47.546s,4
6,4,Riccardo Patrese,Williams Judd,82,+80.088s,3
20,5,Thierry Boutsen,Benetton Ford,81,+1 lap,2
16,6,Ivan Capelli,March Judd,81,+1 lap,1
23,7,Pierluigi Martini,Minardi Ford,80,+2 laps,0
22,8,Andrea de Cesaris,Rial Ford,77,DNF,0
26,9,Stefan Johansson,Ligier Judd,76,DNF,0
30,10,Philippe Alliot,Lola Ford,75,DNF,0
14,11,Philippe Streiff,AGS Ford,73,DNF,0
9,NC,Piercarlo Ghinzani,Zakspeed,69,DNF,0
5,NC,Nigel Mansell,Williams Judd,65,DNF,0
19,NC,Alessandro Nannini,Benetton Ford,63,DNF,0
33,NC,Stefano Modena,Euro Brun Ford,63,DNF,0
17,NC,Derek Warwick,Arrows Megatron,52,DNF,0
18,NC,Eddie  Cheever,Arrows Megatron,51,DNF,0
15,NC,Mauricio Gugelmin,March Judd,46,DNF,0
2,NC,Satoru Nakajima,Lotus Honda,45,DNF,0
24,NC,Luis Perez-Sala,Minardi Ford,41,DNF,0
36,NC,Alex Caffi,Dallara Ford,32,DNF,0
28,NC,Gerhard Berger,Ferrari,25,DNF,0
25,NC,Rene Arnoux,Ligier Judd,24,DNF,0
3,NC,Jonathan  Palmer,Tyrrell Ford,16,DNF,0
32,NC,Oscar Larrauri,Euro Brun Ford,12,DNF,0
