,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:39.085,18
6,2,Nico Rosberg,Mercedes,+0.003s,34
14,3,Fernando Alonso,Ferrari,+1.104s,29
3,4,Daniel Ricciardo,Red Bull Racing Renault,+1.305s,30
19,5,Felipe Massa,Williams Mercedes,+1.372s,36
7,6,Kimi Räikkönen,Ferrari,+1.458s,32
26,7,Daniil Kvyat,STR Renault,+1.546s,34
20,8,Kevin Magnussen,McLaren Mercedes,+1.556s,38
22,9,Jenson Button,McLaren Mercedes,+1.613s,36
27,10,Nico Hulkenberg,Force India Mercedes,+1.715s,25
77,11,Valtteri Bottas,Williams Mercedes,+1.743s,37
8,12,Romain Grosjean,Lotus Renault,+1.969s,31
25,13,Jean-Eric Vergne,STR Renault,+2.025s,36
11,14,Sergio Perez,Force India Mercedes,+2.038s,35
13,15,Pastor Maldonado,Lotus Renault,+2.073s,37
99,16,Adrian Sutil,Sauber Ferrari,+2.247s,33
21,17,Esteban Gutierrez ,Sauber Ferrari,+2.335s,34
1,18,Sebastian Vettel,Red Bull Racing Renault,+4.895s,19
