,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
1,1,Sebastian Vettel,Red Bull Racing Renault,50,1:41.379,195.768,15:35:01
14,2,Fernando Alonso,Ferrari,47,1:41.474,195.585,15:29:28
26,3,Daniil Kvyat,STR Renault,53,1:41.689,195.171,15:40:41
44,4,Lewis Hamilton,Mercedes,49,1:41.929,194.712,15:31:40
6,5,Nico Rosberg,Mercedes,48,1:41.932,194.706,15:30:00
77,6,Valtteri Bottas,Williams Mercedes,55,1:42.505,193.617,15:42:28
3,7,Daniel Ricciardo,Red Bull Racing Renault,33,1:42.831,193.004,15:04:25
7,8,Kimi Räikkönen,Ferrari,54,1:42.888,192.897,15:42:17
19,9,Felipe Massa,Williams Mercedes,50,1:42.971,192.741,15:33:47
21,10,Esteban Gutierrez ,Sauber Ferrari,47,1:43.006,192.676,15:30:10
13,11,Pastor Maldonado,Lotus Renault,38,1:43.808,191.187,15:13:56
25,12,Jean-Eric Vergne,STR Renault,17,1:44.180,190.504,14:36:41
22,13,Jenson Button,McLaren Mercedes,33,1:44.255,190.367,15:05:09
20,14,Kevin Magnussen,McLaren Mercedes,29,1:44.287,190.309,14:58:04
8,15,Romain Grosjean,Lotus Renault,51,1:44.440,190.030,15:36:40
27,16,Nico Hulkenberg,Force India Mercedes,15,1:46.226,186.835,14:32:59
