,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Nico Rosberg,Mercedes,1:38.303,1:36.290,1:36.067,20
44,2,Lewis Hamilton,Mercedes,1:37.196,1:37.287,1:36.443,16
77,3,Valtteri Bottas,Williams Mercedes,1:38.249,1:37.499,1:36.906,19
19,4,Felipe Massa,Williams Mercedes,1:37.877,1:37.347,1:37.205,20
3,5,Daniel Ricciardo,Red Bull Racing Renault,1:38.814,1:37.873,1:37.244,17
14,6,Fernando Alonso,Ferrari,1:38.349,1:38.010,1:37.610,16
22,7,Jenson Button,McLaren Mercedes,1:38.574,1:38.024,1:37.655,17
20,8,Kevin Magnussen,McLaren Mercedes,1:38.557,1:38.047,1:37.706,16
7,9,Kimi Räikkönen,Ferrari,1:38.669,1:38.263,1:37.804,22
99,10,Adrian Sutil,Sauber Ferrari,1:38.855,1:38.378,1:38.810,15
13,11,Pastor Maldonado,Lotus Renault,1:38.608,1:38.467,,16
11,12,Sergio Perez,Force India Mercedes,1:39.200,1:38.554,,16
27,13,Nico Hulkenberg,Force India Mercedes,1:38.931,1:38.598,,16
26,14,Daniil Kvyat,STR Renault,1:38.936,1:38.699,,17
25,15,Jean-Eric Vergne,STR Renault,1:39.250,,,10
21,16,Esteban Gutierrez ,Sauber Ferrari,1:39.555,,,10
1,17,Sebastian Vettel,Red Bull Racing Renault,1:39.621,,,3
8,18,Romain Grosjean,Lotus Renault,1:39.679,,,8
