,Position,Driver,Car,Q1,Q2,Q3,Laps
6,1,Kimi Räikkönen,Ferrari,1:26.644,1:25.644,1:26.072,17
1,2,Fernando Alonso,McLaren Mercedes,1:26.697,1:25.326,1:26.493,19
9,3,Nick Heidfeld,Sauber BMW,1:26.895,1:25.358,1:26.556,21
2,4,Lewis Hamilton,McLaren Mercedes,1:26.674,1:25.577,1:26.755,16
10,5,Robert Kubica,Sauber BMW,1:26.696,1:25.882,1:27.347,19
3,6,Giancarlo Fisichella,Renault,1:27.270,1:25.944,1:27.634,21
15,7,Mark Webber,Red Bull Renault,1:26.978,1:26.623,1:27.934,23
12,8,Jarno Trulli,Toyota,1:27.014,1:26.688,1:28.404,23
11,9,Ralf Schumacher,Toyota,1:27.328,1:26.739,1:28.692,22
22,10,Takuma Sato,Super Aguri Honda,1:27.365,1:26.758,1:28.871,23
23,11,Anthony Davidson,Super Aguri Honda,1:26.986,1:26.909,,12
16,12,Nico Rosberg,Williams Toyota,1:27.596,1:26.914,,13
4,13,Heikki Kovalainen,Renault,1:27.529,1:26.964,,10
7,14,Jenson Button,Honda,1:27.540,1:27.264,,14
17,15,Alexander Wurz,Williams Toyota,1:27.479,1:27.393,,13
5,16,Felipe Massa,Ferrari,1:26.712,DNF,,6
8,17,Rubens Barrichello,Honda,1:27.679,,,9
19,18,Scott Speed,STR Ferrari,1:28.305,,,7
14,19,David Coulthard,Red Bull Renault,1:28.579,,,6
18,20,Vitantonio Liuzzi,STR Ferrari,1:29.267,,,6
20,21,Adrian Sutil,Spyker Ferrari,1:29.339,,,6
21,22,Christijan Albers,Spyker Ferrari,1:31.932,,,7
