,Position,Driver,Car,Time
6,1,Kimi Räikkönen,Ferrari,1:26.072
1,2,Fernando Alonso,McLaren Mercedes,1:26.493
9,3,Nick Heidfeld,Sauber BMW,1:26.556
2,4,Lewis Hamilton,McLaren Mercedes,1:26.755
10,5,Robert Kubica,Sauber BMW,1:27.347
3,6,Giancarlo Fisichella,Renault,1:27.634
15,7,Mark Webber,Red Bull Renault,1:27.934
12,8,Jarno Trulli,Toyota,1:28.404
11,9,Ralf Schumacher,Toyota,1:28.692
22,10,Takuma Sato,Super Aguri Honda,1:28.871
23,11,Anthony Davidson,Super Aguri Honda,1:26.909
16,12,Nico Rosberg,Williams Toyota,1:26.914
4,13,Heikki Kovalainen,Renault,1:26.964
7,14,Jenson Button,Honda,1:27.264
17,15,Alexander Wurz,Williams Toyota,1:27.393
8,16,Rubens Barrichello,Honda,1:27.679
19,17,Scott Speed,STR Ferrari,1:28.305
14,18,David Coulthard,Red Bull Renault,1:28.579
18,19,Vitantonio Liuzzi,STR Ferrari,1:29.267
20,20,Adrian Sutil,Spyker Ferrari,1:29.339
21,21,Christijan Albers,Spyker Ferrari,1:31.932
5,22,Felipe Massa,Ferrari,
