,Position,Driver,Car,Lap,Time,Avg Speed
6,1,Kimi Räikkönen,Ferrari,41,1:25.235,223.978
1,2,Fernando Alonso,McLaren Mercedes,20,1:26.314,221.178
2,3,Lewis Hamilton,McLaren Mercedes,20,1:26.351,221.083
10,4,Robert Kubica,Sauber BMW,19,1:26.642,220.341
16,5,Nico Rosberg,Williams Toyota,40,1:26.721,220.140
9,6,Nick Heidfeld,Sauber BMW,37,1:26.722,220.137
3,7,Giancarlo Fisichella,Renault,18,1:26.892,219.707
5,8,Felipe Massa,Ferrari,28,1:27.044,219.323
15,9,Mark Webber,Red Bull Renault,21,1:27.501,218.178
4,10,Heikki Kovalainen,Renault,44,1:27.592,217.951
14,11,David Coulthard,Red Bull Renault,44,1:27.706,217.668
11,12,Ralf Schumacher,Toyota,42,1:27.796,217.444
12,13,Jarno Trulli,Toyota,45,1:28.034,216.857
8,14,Rubens Barrichello,Honda,17,1:28.098,216.699
18,15,Vitantonio Liuzzi,STR Ferrari,44,1:28.282,216.247
17,16,Alexander Wurz,Williams Toyota,24,1:28.303,216.196
7,17,Jenson Button,Honda,42,1:28.387,215.991
22,18,Takuma Sato,Super Aguri Honda,20,1:28.487,215.746
23,19,Anthony Davidson,Super Aguri Honda,41,1:28.489,215.742
20,20,Adrian Sutil,Spyker Ferrari,40,1:28.687,215.260
19,21,Scott Speed,STR Ferrari,22,1:28.953,214.616
21,22,Christijan Albers,Spyker Ferrari,9,1:30.899,210.022
