,Position,Driver,Car,Time
1,1,Lewis Hamilton,McLaren Mercedes,1:40.948
15,2,Sebastian Vettel,RBR Renault,1:41.615
14,3,Mark Webber,RBR Renault,1:41.726
23,4,Rubens Barrichello,Brawn Mercedes,1:41.786
22,5,Jenson Button,Brawn Mercedes,1:41.892
9,6,Jarno Trulli,Toyota,1:41.897
5,7,Robert Kubica,Sauber BMW,1:41.992
6,8,Nick Heidfeld,Sauber BMW,1:42.343
16,9,Nico Rosberg,Williams Toyota,1:42.583
12,10,Sebastien Buemi,STR Ferrari,1:42.713
4,11,Kimi Räikkönen,Ferrari,1:40.726
10,12,Kamui Kobayashi,Toyota,1:40.777
17,13,Kazuki Nakajima,Williams Toyota,1:41.148
11,14,Jaime Alguersuari,STR Ferrari,1:41.689
7,15,Fernando Alonso,Renault,1:41.667
21,16,Vitantonio Liuzzi,Force India Mercedes,1:41.701
20,17,Adrian Sutil,Force India Mercedes,1:41.863
2,18,Heikki Kovalainen,McLaren Mercedes,1:40.983
8,19,Romain Grosjean,Renault,1:41.950
3,20,Giancarlo Fisichella,Ferrari,1:42.184
