,Position,Driver,Car,Laps,Time,Points
15,1,Sebastian Vettel,RBR Renault,55,1:34:03.414,10
14,2,Mark Webber,RBR Renault,55,+17.857s,8
22,3,Jenson Button,Brawn Mercedes,55,+18.467s,6
23,4,Rubens Barrichello,Brawn Mercedes,55,+22.735s,5
6,5,Nick Heidfeld,Sauber BMW,55,+26.253s,4
10,6,Kamui Kobayashi,Toyota,55,+28.343s,3
9,7,Jarno Trulli,Toyota,55,+34.366s,2
12,8,Sebastien Buemi,STR Ferrari,55,+41.294s,1
16,9,Nico Rosberg,Williams Toyota,55,+45.941s,0
5,10,Robert Kubica,Sauber BMW,55,+48.180s,0
2,11,Heikki Kovalainen,McLaren Mercedes,55,+52.798s,0
4,12,Kimi Räikkönen,Ferrari,55,+54.317s,0
17,13,Kazuki Nakajima,Williams Toyota,55,+59.839s,0
7,14,Fernando Alonso,Renault,55,+69.687s,0
21,15,Vitantonio Liuzzi,Force India Mercedes,55,+94.450s,0
3,16,Giancarlo Fisichella,Ferrari,54,+1 lap,0
20,17,Adrian Sutil,Force India Mercedes,54,+1 lap,0
8,18,Romain Grosjean,Renault,54,+1 lap,0
1,NC,Lewis Hamilton,McLaren Mercedes,20,DNF,0
11,NC,Jaime Alguersuari,STR Ferrari,18,DNF,0
