,Position,Driver,Car,Time / Gap,Laps
22,1,Jenson Button,Brawn Mercedes,1:40.625,21
1,2,Lewis Hamilton,McLaren Mercedes,+0.002s,18
23,3,Rubens Barrichello,Brawn Mercedes,+0.282s,20
12,4,Sebastien Buemi,STR Ferrari,+0.309s,22
6,5,Nick Heidfeld,Sauber BMW,+0.616s,18
2,6,Heikki Kovalainen,McLaren Mercedes,+0.638s,20
9,7,Jarno Trulli,Toyota,+0.685s,23
5,8,Robert Kubica,Sauber BMW,+0.697s,20
20,9,Adrian Sutil,Force India Mercedes,+0.747s,22
4,10,Kimi Räikkönen,Ferrari,+0.748s,23
15,11,Sebastian Vettel,RBR Renault,+0.778s,19
16,12,Nico Rosberg,Williams Toyota,+0.853s,22
10,13,Kamui Kobayashi,Toyota,+0.874s,24
21,14,Vitantonio Liuzzi,Force India Mercedes,+1.050s,20
14,15,Mark Webber,RBR Renault,+1.057s,15
7,16,Fernando Alonso,Renault,+1.272s,19
17,17,Kazuki Nakajima,Williams Toyota,+1.531s,21
8,18,Romain Grosjean,Renault,+1.588s,19
3,19,Giancarlo Fisichella,Ferrari,+1.726s,23
