,Position,Driver,Car,Time / Gap,Laps
4,1,Heinz-Harald Frentzen,Williams Renault,1:18.370,29
12,2,Giancarlo Fisichella,Jordan Peugeot,+0.190s,26
3,3,Jacques Villeneuve,Williams Renault,+0.242s,29
9,4,Mika Hakkinen,McLaren Mercedes,+0.378s,27
7,5,Jean Alesi,Benetton Renault,+0.580s,30
10,6,David Coulthard,McLaren Mercedes,+0.822s,23
5,7,Michael Schumacher,Ferrari,+0.895s,27
11,8,Ralf Schumacher,Jordan Peugeot,+1.010s,27
6,9,Eddie Irvine,Ferrari,+1.193s,28
8,10,Gerhard Berger,Benetton Renault,+1.418s,24
2,11,Pedro Diniz,Arrows Yamaha,+1.577s,26
1,12,Damon Hill,Arrows Yamaha,+1.917s,28
22,13,Rubens Barrichello,Stewart Ford,+1.968s,24
17,14,Nicola Larini,Sauber Petronas,+2.089s,29
19,15,Mika Salo,Tyrrell Ford,+2.146s,30
23,16,Jan Magnussen,Stewart Ford,+2.394s,23
16,17,Johnny Herbert,Sauber Petronas,+2.606s,18
18,18,Jos Verstappen,Tyrrell Ford,+2.754s,15
21,19,Jarno Trulli,Minardi Hart,+3.479s,29
15,20,Shinji Nakano,Prost Mugen Honda,+3.553s,28
14,21,Olivier Panis,Prost Mugen Honda,+3.638s,13
20,22,Ukyo Katayama,Minardi Hart,+3.706s,30
