,Position,Driver,Car,Time
77,1,Valtteri Bottas,Mercedes,1:04.251
5,2,Sebastian Vettel,Ferrari,1:04.293
7,3,Kimi Räikkönen,Ferrari,1:04.779
3,4,Daniel Ricciardo,Red Bull Racing TAG Heuer,1:04.896
33,5,Max Verstappen,Red Bull Racing TAG Heuer,1:04.983
8,6,Romain Grosjean,Haas Ferrari,1:05.480
11,7,Sergio Perez,Force India Mercedes,1:05.605
44,8,Lewis Hamilton,Mercedes,1:04.424
31,9,Esteban Ocon,Force India Mercedes,1:05.674
55,10,Carlos Sainz,Toro Rosso,1:05.726
27,11,Nico Hulkenberg,Renault,1:05.597
14,12,Fernando Alonso,McLaren Honda,1:05.602
2,13,Stoffel Vandoorne,McLaren Honda,1:05.741
26,14,Daniil Kvyat,Toro Rosso,1:05.884
20,15,Kevin Magnussen,Haas Ferrari,
30,16,Jolyon Palmer,Renault,1:06.345
19,17,Felipe Massa,Williams Mercedes,1:06.534
18,18,Lance Stroll,Williams Mercedes,1:06.608
9,19,Marcus Ericsson,Sauber Ferrari,1:06.857
