,Position,Driver,Car,Lap,Time,Avg Speed,Time of Day
44,1,Lewis Hamilton,Mercedes,69,1:07.411,230.597,15:22:29
3,2,Daniel Ricciardo,Red Bull Racing TAG Heuer,69,1:07.442,230.491,15:22:28
7,3,Kimi Räikkönen,Ferrari,68,1:07.486,230.341,15:21:35
5,4,Sebastian Vettel,Ferrari,69,1:07.496,230.306,15:22:23
77,5,Valtteri Bottas,Mercedes,51,1:07.847,229.115,15:01:55
26,6,Daniil Kvyat,Toro Rosso,57,1:08.061,228.395,15:12:06
19,7,Felipe Massa,Williams Mercedes,49,1:08.419,227.200,15:00:44
2,8,Stoffel Vandoorne,McLaren Honda,67,1:08.422,227.190,15:22:03
11,9,Sergio Perez,Force India Mercedes,58,1:08.470,227.030,15:10:55
8,10,Romain Grosjean,Haas Ferrari,65,1:08.590,226.633,15:18:53
30,11,Jolyon Palmer,Renault,64,1:08.652,226.428,15:18:21
31,12,Esteban Ocon,Force India Mercedes,68,1:08.659,226.405,15:22:37
18,13,Lance Stroll,Williams Mercedes,67,1:08.777,226.017,15:21:46
27,14,Nico Hulkenberg,Renault,64,1:09.043,225.146,15:18:44
55,15,Carlos Sainz,Toro Rosso,42,1:09.150,224.798,14:52:58
94,16,Pascal Wehrlein,Sauber Ferrari,60,1:09.241,224.502,15:14:11
9,17,Marcus Ericsson,Sauber Ferrari,56,1:09.284,224.363,15:09:39
20,18,Kevin Magnussen,Haas Ferrari,23,1:10.402,220.800,14:30:14
