,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:05.975,38
33,2,Max Verstappen,Red Bull Racing TAG Heuer,+0.190s,23
77,3,Valtteri Bottas,Mercedes,+0.370s,35
5,4,Sebastian Vettel,Ferrari,+0.449s,28
3,5,Daniel Ricciardo,Red Bull Racing TAG Heuer,+0.645s,32
7,6,Kimi Räikkönen,Ferrari,+0.873s,24
2,7,Stoffel Vandoorne,McLaren Honda,+1.308s,31
26,8,Daniil Kvyat,Toro Rosso,+1.462s,31
14,9,Fernando Alonso,McLaren Honda,+1.535s,28
31,10,Esteban Ocon,Force India Mercedes,+1.536s,39
19,11,Felipe Massa,Williams Mercedes,+1.575s,29
20,12,Kevin Magnussen,Haas Ferrari,+1.619s,30
55,13,Carlos Sainz,Toro Rosso,+1.658s,32
30,14,Jolyon Palmer,Renault,+1.674s,31
18,15,Lance Stroll,Williams Mercedes,+2.066s,35
8,16,Romain Grosjean,Haas Ferrari,+2.099s,20
46,17,Sergey Sirotkin,Renault,+2.611s,27
34,18,Alfonso Celis,Force India Mercedes,+3.305s,15
94,19,Pascal Wehrlein,Sauber Ferrari,+3.348s,29
9,20,Marcus Ericsson,Sauber Ferrari,+4.878s,12
