,Position,Driver,Car,Time
16,1,Juan Manuel Fangio,Mercedes-Benz,1:59.000
34,2,Alberto Ascari,Lancia,1:59.200
28,3,Stirling Moss,Maserati,1:59.300
14,4,Karl Kling,Mercedes-Benz,1:59.600
32,5,Jose Froilan Gonzalez,Ferrari,2:00.000
22,6,Luigi  Villoresi,Maserati,2:00.200
40,7,Mike Hawthorn,Ferrari,2:00.200
12,8,Hans  Herrmann,Mercedes-Benz,2:01.400
18,9,Sergio Mantovani,Maserati,2:01.600
24,10,Roberto Mieres,Maserati,2:01.700
30,11,Maurice  Trintignant,Maserati,2:02.300
44,12,Jean Behra,Gordini,2:02.400
38,13,Umberto  Maglioli,Ferrari,2:03.500
20,14,Luigi Musso,Maserati,2:03.500
6,15,Robert  Manzon,Maserati,2:04.700
10,16,Peter Collins,Vanwall,2:05.200
46,17,Clemar Bucci,Gordini,2:05.500
42,18,Fred Wacker,Gordini,2:08.000
8,19,Jorge Daponte,Maserati,2:09.500
26,20,Louis  Rosier,Maserati,2:11.000
