,Position,Driver,Car,Laps,Time,Points
26,1,Jacques Laffite,Ligier Matra,53,1:27:36.470,9
16,2,Rene Arnoux,Renault,53,+5.170s,6
5,3,Nelson Piquet,Brabham Ford,53,+7.340s,4
1,4,Alan  Jones,Williams Ford,53,+12.040s,3
2,5,Carlos Reutemann,Williams Ford,53,+31.850s,2
7,6,John Watson,McLaren Ford,53,+91.140s,1
11,7,Elio de Angelis,Lotus Ford,52,+1 lap,0
8,8,Andrea de Cesaris,McLaren Ford,52,+1 lap,0
28,9,Didier Pironi,Ferrari,52,+1 lap,0
32,10,Jean-Pierre Jarier,Osella Hart,51,+2 laps,0
17,11,Derek Daly,March Ford,47,+6 laps,0
22,NC,Mario Andretti,Alfa Romeo,46,DNF,0
10,NC,Slim Borgudd,ATS Ford,44,DNF,0
29,NC,Riccardo Patrese,Arrows Ford,43,DNF,0
14,NC,Eliseo Salazar,Ensign Ford,43,DNF,0
4,NC,Michele Alboreto,Tyrrell Ford,40,DNF,0
23,NC,Bruno Giacomelli,Alfa Romeo,35,DNF,0
6,NC,Hector Rebaque,Brabham Ford,31,DNF,0
30,NC,Siegfried Stohr,Arrows Ford,27,DNF,0
15,NC,Alain Prost,Renault,26,DNF,0
25,NC,Patrick Tambay,Ligier Matra,26,DNF,0
12,NC,Nigel Mansell,Lotus Ford,23,DNF,0
27,NC,Gilles Villeneuve,Ferrari,11,DNF,0
33,NC,Marc Surer,Theodore Ford,0,DNF,0
