,Position,Driver,Car,Time
16,1,Rene Arnoux,Renault,1:32.018
15,2,Alain Prost,Renault,1:32.321
27,3,Gilles Villeneuve,Ferrari,1:33.334
26,4,Jacques Laffite,Ligier Matra,1:34.398
2,5,Carlos Reutemann,Williams Ford,1:34.531
1,6,Alan  Jones,Williams Ford,1:34.654
5,7,Nelson Piquet,Brabham Ford,1:34.871
28,8,Didier Pironi,Ferrari,1:35.037
11,9,Elio de Angelis,Lotus Ford,1:35.294
29,10,Riccardo Patrese,Arrows Ford,1:35.442
12,11,Nigel Mansell,Lotus Ford,1:35.569
7,12,John Watson,McLaren Ford,1:35.977
22,13,Mario Andretti,Alfa Romeo,1:36.079
32,14,Jean-Pierre Jarier,Osella Hart,1:36.117
6,15,Hector Rebaque,Brabham Ford,1:36.150
23,16,Bruno Giacomelli,Alfa Romeo,1:36.216
25,17,Patrick Tambay,Ligier Matra,1:36.233
8,18,Andrea de Cesaris,McLaren Ford,1:36.657
17,19,Derek Daly,March Ford,1:37.230
14,20,Eliseo Salazar,Ensign Ford,1:37.631
10,21,Slim Borgudd,ATS Ford,1:37.709
4,22,Michele Alboreto,Tyrrell Ford,1:38.084
33,23,Marc Surer,Theodore Ford,1:38.522
30,24,Siegfried Stohr,Arrows Ford,1:38.546
