,Position,Driver,Car,Laps,Time,Points
5,1,Damon Hill,Williams Renault,52,1:32:33.791,10
1,2,Michael Schumacher,Ferrari,52,+1.883s,6
7,3,Mika Hakkinen,McLaren Mercedes,52,+3.212s,4
4,4,Gerhard Berger,Benetton Renault,52,+26.526s,3
12,5,Martin Brundle,Jordan Peugeot,52,+67.120s,2
15,6,Heinz-Harald Frentzen,Sauber Ford,52,+81.186s,1
9,7,Olivier Panis,Ligier Mugen Honda,52,+84.510s,0
8,8,David Coulthard,McLaren Mercedes,52,+85.233s,0
11,9,Rubens Barrichello,Jordan Peugeot,52,+101.065s,0
14,10,Johnny Herbert,Sauber Ford,52,+101.799s,0
17,11,Jos Verstappen,Footwork Hart,51,+1 lap,0
20,12,Pedro Lamy,Minardi Ford,50,+2 laps,0
16,13,Ricardo Rosset,Footwork Hart,50,+2 laps,0
2,NC,Eddie Irvine,Ferrari,39,DNF,0
18,NC,Ukyo Katayama,Tyrrell Yamaha,37,DNF,0
6,NC,Jacques Villeneuve,Williams Renault,36,DNF,0
19,NC,Mika Salo,Tyrrell Yamaha,20,DNF,0
10,NC,Pedro Diniz,Ligier Mugen Honda,13,DNF,0
3,NC,Jean Alesi,Benetton Renault,0,DNF,0
