,Position,Driver,Car,Time / Gap,Laps
6,1,Jacques Villeneuve,Williams Renault,1:40.534,23
7,2,Mika Hakkinen,McLaren Mercedes,+0.602s,17
11,3,Rubens Barrichello,Jordan Peugeot,+1.308s,18
2,4,Eddie Irvine,Ferrari,+1.382s,18
5,5,Damon Hill,Williams Renault,+1.446s,22
8,6,David Coulthard,McLaren Mercedes,+1.475s,20
1,7,Michael Schumacher,Ferrari,+1.834s,17
9,8,Olivier Panis,Ligier Mugen Honda,+2.138s,22
14,9,Johnny Herbert,Sauber Ford,+2.180s,26
19,10,Mika Salo,Tyrrell Yamaha,+2.225s,24
15,11,Heinz-Harald Frentzen,Sauber Ford,+2.305s,21
12,12,Martin Brundle,Jordan Peugeot,+2.371s,24
10,13,Pedro Diniz,Ligier Mugen Honda,+2.572s,25
4,14,Gerhard Berger,Benetton Renault,+2.911s,20
3,15,Jean Alesi,Benetton Renault,+3.109s,15
18,16,Ukyo Katayama,Tyrrell Yamaha,+3.806s,23
16,17,Ricardo Rosset,Footwork Hart,+4.664s,21
17,18,Jos Verstappen,Footwork Hart,+5.119s,21
21,19,Giovanni Lavaggi,Minardi Ford,+6.939s,26
20,20,Pedro Lamy,Minardi Ford,+7.548s,16
