,Position,Driver,Car,Time / Gap,Laps
4,1,Gerhard Berger,Benetton Renault,1:42.350,30
7,2,Mika Hakkinen,McLaren Mercedes,+0.604s,22
1,3,Michael Schumacher,Ferrari,+0.971s,24
6,4,Jacques Villeneuve,Williams Renault,+1.022s,30
5,5,Damon Hill,Williams Renault,+1.397s,30
12,6,Martin Brundle,Jordan Peugeot,+1.495s,29
3,7,Jean Alesi,Benetton Renault,+1.510s,22
2,8,Eddie Irvine,Ferrari,+1.742s,21
11,9,Rubens Barrichello,Jordan Peugeot,+2.091s,25
15,10,Heinz-Harald Frentzen,Sauber Ford,+2.248s,24
19,11,Mika Salo,Tyrrell Yamaha,+2.621s,27
14,12,Johnny Herbert,Sauber Ford,+2.844s,24
8,13,David Coulthard,McLaren Mercedes,+3.121s,22
18,14,Ukyo Katayama,Tyrrell Yamaha,+3.439s,29
9,15,Olivier Panis,Ligier Mugen Honda,+3.543s,30
17,16,Jos Verstappen,Footwork Hart,+3.755s,17
16,17,Ricardo Rosset,Footwork Hart,+4.935s,24
20,18,Pedro Lamy,Minardi Ford,+6.374s,27
21,19,Giovanni Lavaggi,Minardi Ford,+7.877s,29
10,20,Pedro Diniz,Ligier Mugen Honda,+19.780s,12
