,Position,Driver,Car,Time
6,1,Jacques Villeneuve,Williams Renault,1:38.909
5,2,Damon Hill,Williams Renault,1:39.370
1,3,Michael Schumacher,Ferrari,1:40.071
4,4,Gerhard Berger,Benetton Renault,1:40.364
7,5,Mika Hakkinen,McLaren Mercedes,1:40.458
2,6,Eddie Irvine,Ferrari,1:41.005
15,7,Heinz-Harald Frentzen,Sauber Ford,1:41.277
8,8,David Coulthard,McLaren Mercedes,1:41.384
3,9,Jean Alesi,Benetton Renault,1:41.562
12,10,Martin Brundle,Jordan Peugeot,1:41.600
11,11,Rubens Barrichello,Jordan Peugeot,1:41.919
9,12,Olivier Panis,Ligier Mugen Honda,1:42.206
14,13,Johnny Herbert,Sauber Ford,1:42.658
18,14,Ukyo Katayama,Tyrrell Yamaha,1:42.711
19,15,Mika Salo,Tyrrell Yamaha,1:42.840
10,16,Pedro Diniz,Ligier Mugen Honda,1:43.196
17,17,Jos Verstappen,Footwork Hart,1:43.383
20,18,Pedro Lamy,Minardi Ford,1:44.874
16,19,Ricardo Rosset,Footwork Hart,1:45.412
