,Position,Driver,Car,Lap,Time,Avg Speed
1,1,Michael Schumacher,Ferrari,29,1:19.071,199.461
2,2,Rubens Barrichello,Ferrari,29,1:19.213,199.103
8,3,Fernando Alonso,Renault,49,1:20.275,196.469
9,4,Jenson Button,BAR Honda,47,1:20.425,196.103
4,5,Antonio Pizzonia,Williams BMW,48,1:20.501,195.918
7,6,Jarno Trulli,Renault,10,1:20.705,195.422
3,7,Juan Pablo Montoya,Williams BMW,49,1:20.715,195.398
14,8,Mark Webber,Jaguar Cosworth,45,1:20.825,195.132
11,9,Giancarlo Fisichella,Sauber Petronas,53,1:21.022,194.658
10,10,Takuma Sato,BAR Honda,10,1:21.030,194.639
5,11,David Coulthard,McLaren Mercedes,67,1:21.134,194.389
17,12,Olivier Panis,Toyota,50,1:21.310,193.968
18,13,Nick Heidfeld,Jordan Ford,68,1:21.518,193.473
6,14,Kimi Räikkönen,McLaren Mercedes,6,1:21.678,193.094
12,15,Felipe Massa,Sauber Petronas,14,1:21.856,192.674
16,16,Ricardo Zonta,Toyota,13,1:22.525,191.112
15,17,Christian Klien,Jaguar Cosworth,45,1:22.530,191.101
19,18,Giorgio Pantano,Jordan Ford,43,1:22.927,190.186
20,19,Gianmaria Bruni,Minardi Cosworth,65,1:24.601,186.423
21,20,Zsolt Baumgartner,Minardi Cosworth,63,1:24.855,185.865
