,Position,Driver,Car,Time
1,1,Michael Schumacher,Ferrari,1:19.146
2,2,Rubens Barrichello,Ferrari,1:19.323
10,3,Takuma Sato,BAR Honda,1:19.693
9,4,Jenson Button,BAR Honda,1:19.700
8,5,Fernando Alonso,Renault,1:19.996
4,6,Antonio Pizzonia,Williams BMW,1:20.170
3,7,Juan Pablo Montoya,Williams BMW,1:20.199
11,8,Giancarlo Fisichella,Sauber Petronas,1:20.324
7,9,Jarno Trulli,Renault,1:20.411
6,10,Kimi Räikkönen,McLaren Mercedes,1:20.570
14,11,Mark Webber,Jaguar Cosworth,1:20.730
5,12,David Coulthard,McLaren Mercedes,1:20.897
17,13,Olivier Panis,Toyota,1:21.068
15,14,Christian Klien,Jaguar Cosworth,1:21.118
16,15,Ricardo Zonta,Toyota,1:21.135
18,16,Nick Heidfeld,Jordan Ford,1:22.180
19,17,Giorgio Pantano,Jordan Ford,1:22.356
21,18,Zsolt Baumgartner,Minardi Cosworth,1:24.329
20,19,Gianmaria Bruni,Minardi Cosworth,1:24.679
12,20,Felipe Massa,Sauber Petronas,
