,Position,Driver,Car,Time / Gap,Laps
1,1,Michael Schumacher,Ferrari,1:20.216,10
4,2,Antonio Pizzonia,Williams BMW,+0.266s,14
3,3,Juan Pablo Montoya,Williams BMW,+0.480s,15
9,4,Jenson Button,BAR Honda,+0.515s,11
2,5,Rubens Barrichello,Ferrari,+0.614s,12
7,6,Jarno Trulli,Renault,+1.041s,10
8,7,Fernando Alonso,Renault,+1.176s,8
5,8,David Coulthard,McLaren Mercedes,+1.339s,8
12,9,Felipe Massa,Sauber Petronas,+1.377s,6
6,10,Kimi Räikkönen,McLaren Mercedes,+1.609s,8
17,11,Olivier Panis,Toyota,+1.622s,15
16,12,Ricardo Zonta,Toyota,+1.711s,17
11,13,Giancarlo Fisichella,Sauber Petronas,+1.797s,9
14,14,Mark Webber,Jaguar Cosworth,+1.852s,9
15,15,Christian Klien,Jaguar Cosworth,+2.205s,6
19,16,Giorgio Pantano,Jordan Ford,+2.493s,11
20,17,Gianmaria Bruni,Minardi Cosworth,+2.896s,14
18,18,Nick Heidfeld,Jordan Ford,+3.026s,13
21,19,Zsolt Baumgartner,Minardi Cosworth,+4.017s,14
10,20,Takuma Sato,BAR Honda,,4
