,Position,Driver,Car,Time
44,1,Lewis Hamilton,Mercedes,1:45.681
6,2,Nico Rosberg,Mercedes,1:45.688
3,3,Daniel Ricciardo,Red Bull Racing Renault,1:45.854
1,4,Sebastian Vettel,Red Bull Racing Renault,1:45.902
14,5,Fernando Alonso,Ferrari,1:45.907
19,6,Felipe Massa,Williams Mercedes,1:46.000
7,7,Kimi Räikkönen,Ferrari,1:46.170
77,8,Valtteri Bottas,Williams Mercedes,1:46.187
20,9,Kevin Magnussen,McLaren Mercedes,1:46.250
26,10,Daniil Kvyat,STR Renault,1:47.362
22,11,Jenson Button,McLaren Mercedes,1:46.943
25,12,Jean-Eric Vergne,STR Renault,1:46.989
27,13,Nico Hulkenberg,Force India Mercedes,1:47.308
21,14,Esteban Gutierrez ,Sauber Ferrari,1:47.333
11,15,Sergio Perez,Force India Mercedes,1:47.575
8,16,Romain Grosjean,Lotus Renault,1:47.812
99,17,Adrian Sutil,Sauber Ferrari,1:48.324
13,18,Pastor Maldonado,Lotus Renault,1:49.063
17,19,Jules Bianchi,Marussia Ferrari,1:49.440
10,20,Kamui Kobayashi,Caterham Renault,1:50.405
4,21,Max Chilton,Marussia Ferrari,1:50.473
9,22,Marcus Ericsson,Caterham Renault,1:52.287
