,Position,Driver,Car,Time / Gap,Laps
44,1,Lewis Hamilton,Mercedes,1:47.490,25
14,2,Fernando Alonso,Ferrari,+0.133s,28
3,3,Daniel Ricciardo,Red Bull Racing Renault,+0.300s,28
7,4,Kimi Räikkönen,Ferrari,+0.541s,29
1,5,Sebastian Vettel,Red Bull Racing Renault,+0.551s,5
20,6,Kevin Magnussen,McLaren Mercedes,+0.868s,33
22,7,Jenson Button,McLaren Mercedes,+0.945s,30
11,8,Sergio Perez,Force India Mercedes,+1.163s,30
27,9,Nico Hulkenberg,Force India Mercedes,+1.261s,31
26,10,Daniil Kvyat,STR Renault,+1.280s,31
25,11,Jean-Eric Vergne,STR Renault,+1.310s,33
8,12,Romain Grosjean,Lotus Renault,+1.572s,33
6,13,Nico Rosberg,Mercedes,+1.585s,30
13,14,Pastor Maldonado,Lotus Renault,+1.649s,13
99,15,Adrian Sutil,Sauber Ferrari,+1.680s,34
21,16,Esteban Gutierrez ,Sauber Ferrari,+1.800s,37
19,17,Felipe Massa,Williams Mercedes,+1.871s,29
77,18,Valtteri Bottas,Williams Mercedes,+2.481s,28
17,19,Jules Bianchi,Marussia Ferrari,+3.122s,24
4,20,Max Chilton,Marussia Ferrari,+4.068s,21
10,21,Kamui Kobayashi,Caterham Renault,+4.585s,33
9,22,Marcus Ericsson,Caterham Renault,+5.446s,31
