,Position,Driver,Car,Laps,Time,Points
44,1,Lewis Hamilton,Mercedes,60,2:00:04.795,25
1,2,Sebastian Vettel,Red Bull Racing Renault,60,+13.534s,18
3,3,Daniel Ricciardo,Red Bull Racing Renault,60,+14.273s,15
14,4,Fernando Alonso,Ferrari,60,+15.389s,12
19,5,Felipe Massa,Williams Mercedes,60,+42.161s,10
25,6,Jean-Eric Vergne,STR Renault,60,+56.801s,8
11,7,Sergio Perez,Force India Mercedes,60,+59.038s,6
7,8,Kimi Räikkönen,Ferrari,60,+60.641s,4
27,9,Nico Hulkenberg,Force India Mercedes,60,+61.661s,2
20,10,Kevin Magnussen,McLaren Mercedes,60,+62.230s,1
77,11,Valtteri Bottas,Williams Mercedes,60,+65.065s,0
13,12,Pastor Maldonado,Lotus Renault,60,+66.915s,0
8,13,Romain Grosjean,Lotus Renault,60,+68.029s,0
26,14,Daniil Kvyat,STR Renault,60,+72.008s,0
9,15,Marcus Ericsson,Caterham Renault,60,+94.188s,0
17,16,Jules Bianchi,Marussia Ferrari,60,+94.543s,0
4,17,Max Chilton,Marussia Ferrari,59,+1 lap,0
22,NC,Jenson Button,McLaren Mercedes,52,DNF,0
99,NC,Adrian Sutil,Sauber Ferrari,40,DNF,0
21,NC,Esteban Gutierrez ,Sauber Ferrari,17,DNF,0
6,NC,Nico Rosberg,Mercedes,13,DNF,0
10,NC,Kamui Kobayashi,Caterham Renault,,DNS,0
